Format Version,1.21,Take Name,Take 2016-02-09 06.04.27 PM,Capture Frame Rate,206.000000,Export Frame Rate,206.000000,Capture Start Time,2016-02-09 06.04.27.420 PM,Total Frames in Take,4527,Total Exported Frames,4527,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Actuator Markers:Away from port top,Actuator Markers:Away from port top,Actuator Markers:Away from port top,Actuator Markers:Rigidside away from port,Actuator Markers:Rigidside away from port,Actuator Markers:Rigidside away from port,Actuator Markers:Close to port top,Actuator Markers:Close to port top,Actuator Markers:Close to port top,Actuator Markers:Rigid side close to port,Actuator Markers:Rigid side close to port,Actuator Markers:Rigid side close to port
,,"8392B20CF49E357145CE0C9500000001","8392B20CF49E357145CE0C9500000001","8392B20CF49E357145CE0C9500000001","8392B20CF49E357145CE0C9500000005","8392B20CF49E357145CE0C9500000005","8392B20CF49E357145CE0C9500000005","8392B20CF49E357145CE0C9500000002","8392B20CF49E357145CE0C9500000002","8392B20CF49E357145CE0C9500000002","8392B20CF49E357145CE0C9500000004","8392B20CF49E357145CE0C9500000004","8392B20CF49E357145CE0C9500000004"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3980,19.320388,-0.050576,0.027306,0.074086,-0.052644,0.021410,0.090253,-0.041864,0.027328,0.079734,-0.035368,0.018638,0.099564
3981,19.325243,-0.050577,0.027306,0.074087,-0.052644,0.021410,0.090253,-0.041864,0.027328,0.079735,-0.035368,0.018638,0.099565
3982,19.330097,-0.050578,0.027307,0.074087,-0.052644,0.021410,0.090254,-0.041864,0.027328,0.079735,-0.035367,0.018638,0.099565
3983,19.334951,-0.050578,0.027307,0.074087,-0.052644,0.021410,0.090254,-0.041864,0.027328,0.079735,-0.035367,0.018638,0.099565
3984,19.339806,-0.050579,0.027307,0.074087,-0.052643,0.021411,0.090255,-0.041864,0.027329,0.079735,-0.035367,0.018638,0.099565
3985,19.344660,-0.050580,0.027307,0.074087,-0.052643,0.021411,0.090255,-0.041864,0.027329,0.079735,-0.035366,0.018638,0.099565
3986,19.349515,-0.050581,0.027307,0.074087,-0.052643,0.021411,0.090255,-0.041864,0.027329,0.079736,-0.035366,0.018638,0.099565
3987,19.354369,-0.050582,0.027308,0.074087,-0.052642,0.021411,0.090256,-0.041865,0.027329,0.079736,-0.035365,0.018638,0.099565
3988,19.359223,-0.050582,0.027308,0.074087,-0.052642,0.021412,0.090256,-0.041865,0.027329,0.079736,-0.035365,0.018639,0.099565
3989,19.364078,-0.050583,0.027308,0.074087,-0.052642,0.021412,0.090256,-0.041865,0.027329,0.079736,-0.035364,0.018639,0.099565
3990,19.368932,-0.050584,0.027309,0.074087,-0.052641,0.021412,0.090257,-0.041865,0.027330,0.079736,-0.035363,0.018639,0.099566
3991,19.373786,-0.050585,0.027309,0.074087,-0.052641,0.021412,0.090257,-0.041865,0.027330,0.079736,-0.035362,0.018639,0.099566
3992,19.378641,-0.050585,0.027309,0.074087,-0.052640,0.021413,0.090258,-0.041865,0.027330,0.079737,-0.035362,0.018639,0.099566
3993,19.383495,-0.050586,0.027310,0.074088,-0.052640,0.021413,0.090258,-0.041865,0.027330,0.079737,-0.035361,0.018639,0.099566
3994,19.388350,-0.050587,0.027310,0.074088,-0.052639,0.021413,0.090258,-0.041865,0.027330,0.079737,-0.035360,0.018639,0.099566
3995,19.393204,-0.050587,0.027310,0.074088,-0.052639,0.021414,0.090259,-0.041865,0.027330,0.079737,-0.035359,0.018639,0.099565
3996,19.398058,-0.050588,0.027311,0.074088,-0.052638,0.021414,0.090259,-0.041865,0.027331,0.079737,-0.035358,0.018639,0.099565
3997,19.402913,-0.050589,0.027311,0.074089,-0.052638,0.021414,0.090260,-0.041865,0.027331,0.079738,-0.035356,0.018639,0.099565
3998,19.407767,-0.050589,0.027311,0.074089,-0.052637,0.021415,0.090260,-0.041865,0.027331,0.079738,-0.035355,0.018639,0.099565
3999,19.412621,-0.050590,0.027312,0.074090,-0.052637,0.021415,0.090261,-0.041865,0.027331,0.079738,-0.035354,0.018639,0.099565
4000,19.417476,-0.050590,0.027312,0.074090,-0.052636,0.021415,0.090261,-0.041866,0.027331,0.079738,-0.035352,0.018639,0.099565
4001,19.422330,-0.050591,0.027312,0.074091,-0.052636,0.021416,0.090262,-0.041866,0.027332,0.079738,-0.035351,0.018639,0.099564
4002,19.427184,-0.050591,0.027313,0.074091,-0.052635,0.021416,0.090262,-0.041866,0.027332,0.079738,-0.035349,0.018639,0.099564
4003,19.432039,-0.050592,0.027313,0.074092,-0.052634,0.021417,0.090263,-0.041866,0.027332,0.079739,-0.035348,0.018638,0.099564
4004,19.436893,-0.050592,0.027313,0.074092,-0.052634,0.021417,0.090263,-0.041866,0.027332,0.079739,-0.035346,0.018638,0.099563
4005,19.441748,-0.050592,0.027314,0.074093,-0.052633,0.021417,0.090264,-0.041866,0.027332,0.079739,-0.035344,0.018638,0.099563
4006,19.446602,-0.050592,0.027314,0.074093,-0.052632,0.021418,0.090264,-0.041866,0.027332,0.079739,-0.035342,0.018638,0.099562
4007,19.451456,-0.050593,0.027314,0.074094,-0.052632,0.021418,0.090265,-0.041866,0.027333,0.079739,-0.035341,0.018637,0.099561
4008,19.456311,-0.050593,0.027315,0.074094,-0.052631,0.021419,0.090265,-0.041866,0.027333,0.079739,-0.035339,0.018637,0.099561
4009,19.461165,-0.050593,0.027315,0.074095,-0.052630,0.021419,0.090266,-0.041866,0.027333,0.079740,-0.035337,0.018637,0.099560
4010,19.466019,-0.050594,0.027315,0.074095,-0.052630,0.021419,0.090266,-0.041866,0.027333,0.079740,-0.035335,0.018636,0.099560
4011,19.470874,-0.050594,0.027316,0.074096,-0.052629,0.021420,0.090267,-0.041866,0.027333,0.079740,-0.035334,0.018636,0.099559
4012,19.475728,-0.050594,0.027316,0.074096,-0.052628,0.021420,0.090267,-0.041866,0.027334,0.079740,-0.035332,0.018636,0.099559
4013,19.480583,-0.050595,0.027316,0.074097,-0.052627,0.021421,0.090268,-0.041866,0.027334,0.079740,-0.035331,0.018635,0.099558
4014,19.485437,-0.050595,0.027317,0.074097,-0.052627,0.021421,0.090268,-0.041866,0.027334,0.079741,-0.035329,0.018635,0.099558
4015,19.490291,-0.050596,0.027317,0.074098,-0.052626,0.021422,0.090269,-0.041866,0.027334,0.079741,-0.035328,0.018635,0.099557
4016,19.495146,-0.050596,0.027317,0.074098,-0.052625,0.021422,0.090269,-0.041866,0.027334,0.079741,-0.035326,0.018635,0.099557
4017,19.500000,-0.050597,0.027318,0.074099,-0.052625,0.021422,0.090270,-0.041866,0.027335,0.079741,-0.035325,0.018635,0.099557
4018,19.504854,-0.050598,0.027318,0.074100,-0.052624,0.021423,0.090270,-0.041866,0.027335,0.079741,-0.035324,0.018635,0.099557
4019,19.509709,-0.050598,0.027318,0.074100,-0.052623,0.021423,0.090271,-0.041866,0.027335,0.079741,-0.035322,0.018634,0.099556
4020,19.514563,-0.050599,0.027319,0.074101,-0.052622,0.021424,0.090271,-0.041866,0.027335,0.079742,-0.035321,0.018634,0.099556
4021,19.519417,-0.050600,0.027319,0.074101,-0.052622,0.021424,0.090272,-0.041867,0.027335,0.079742,-0.035320,0.018634,0.099556
4022,19.524272,-0.050601,0.027319,0.074102,-0.052621,0.021424,0.090272,-0.041867,0.027336,0.079742,-0.035318,0.018634,0.099556
4023,19.529126,-0.050601,0.027320,0.074103,-0.052620,0.021425,0.090273,-0.041867,0.027336,0.079742,-0.035317,0.018634,0.099556
4024,19.533981,-0.050602,0.027320,0.074103,-0.052620,0.021425,0.090273,-0.041867,0.027336,0.079742,-0.035316,0.018634,0.099556
4025,19.538835,-0.050603,0.027321,0.074104,-0.052619,0.021425,0.090274,-0.041867,0.027336,0.079742,-0.035315,0.018635,0.099556
4026,19.543689,-0.050604,0.027321,0.074104,-0.052618,0.021426,0.090274,-0.041867,0.027336,0.079743,-0.035313,0.018635,0.099557
4027,19.548544,-0.050605,0.027321,0.074105,-0.052618,0.021426,0.090275,-0.041867,0.027337,0.079743,-0.035312,0.018635,0.099557
4028,19.553398,-0.050606,0.027322,0.074105,-0.052617,0.021427,0.090275,-0.041867,0.027337,0.079743,-0.035311,0.018635,0.099557
4029,19.558252,-0.050607,0.027322,0.074106,-0.052616,0.021427,0.090276,-0.041867,0.027337,0.079743,-0.035309,0.018635,0.099557
4030,19.563107,-0.050608,0.027323,0.074106,-0.052616,0.021427,0.090276,-0.041867,0.027337,0.079743,-0.035308,0.018635,0.099557
4031,19.567961,-0.050608,0.027323,0.074107,-0.052615,0.021428,0.090277,-0.041868,0.027337,0.079744,-0.035307,0.018635,0.099557
4032,19.572816,-0.050609,0.027324,0.074107,-0.052614,0.021428,0.090277,-0.041868,0.027337,0.079744,-0.035305,0.018636,0.099557
4033,19.577670,-0.050610,0.027324,0.074107,-0.052614,0.021428,0.090278,-0.041868,0.027338,0.079744,-0.035304,0.018636,0.099557
4034,19.582524,-0.050611,0.027325,0.074108,-0.052613,0.021428,0.090278,-0.041868,0.027338,0.079744,-0.035303,0.018636,0.099557
4035,19.587379,-0.050612,0.027325,0.074108,-0.052613,0.021429,0.090278,-0.041868,0.027338,0.079744,-0.035302,0.018636,0.099557
4036,19.592233,-0.050613,0.027326,0.074108,-0.052612,0.021429,0.090279,-0.041868,0.027338,0.079744,-0.035301,0.018637,0.099557
4037,19.597087,-0.050615,0.027326,0.074108,-0.052612,0.021429,0.090279,-0.041868,0.027338,0.079745,-0.035300,0.018637,0.099558
4038,19.601942,-0.050616,0.027326,0.074108,-0.052611,0.021429,0.090280,-0.041869,0.027339,0.079745,-0.035299,0.018637,0.099558
4039,19.606796,-0.050617,0.027327,0.074109,-0.052611,0.021430,0.090280,-0.041869,0.027339,0.079745,-0.035298,0.018637,0.099558
4040,19.611650,-0.050618,0.027327,0.074109,-0.052610,0.021430,0.090280,-0.041869,0.027339,0.079745,-0.035297,0.018637,0.099558
4041,19.616505,-0.050619,0.027327,0.074109,-0.052610,0.021430,0.090281,-0.041869,0.027339,0.079745,-0.035296,0.018638,0.099558
4042,19.621359,-0.050620,0.027328,0.074109,-0.052610,0.021430,0.090281,-0.041869,0.027339,0.079745,-0.035295,0.018638,0.099558
4043,19.626214,-0.050622,0.027328,0.074109,-0.052609,0.021430,0.090281,-0.041870,0.027339,0.079746,-0.035294,0.018638,0.099558
4044,19.631068,-0.050623,0.027328,0.074109,-0.052609,0.021431,0.090282,-0.041870,0.027340,0.079746,-0.035294,0.018638,0.099558
4045,19.635922,-0.050625,0.027328,0.074109,-0.052609,0.021431,0.090282,-0.041870,0.027340,0.079746,-0.035293,0.018638,0.099558
4046,19.640777,-0.050626,0.027328,0.074109,-0.052608,0.021431,0.090282,-0.041870,0.027340,0.079746,-0.035292,0.018638,0.099558
4047,19.645631,-0.050628,0.027328,0.074110,-0.052608,0.021431,0.090283,-0.041870,0.027340,0.079746,-0.035291,0.018638,0.099558
4048,19.650485,-0.050629,0.027328,0.074110,-0.052608,0.021431,0.090283,-0.041871,0.027340,0.079746,-0.035291,0.018638,0.099558
4049,19.655340,-0.050631,0.027328,0.074110,-0.052607,0.021431,0.090283,-0.041871,0.027340,0.079747,-0.035290,0.018638,0.099558
4050,19.660194,-0.050632,0.027328,0.074110,-0.052607,0.021431,0.090284,-0.041871,0.027340,0.079747,-0.035290,0.018639,0.099558
4051,19.665049,-0.050634,0.027328,0.074110,-0.052607,0.021431,0.090284,-0.041871,0.027341,0.079747,-0.035289,0.018639,0.099558
4052,19.669903,-0.050636,0.027328,0.074110,-0.052607,0.021431,0.090284,-0.041872,0.027341,0.079747,-0.035289,0.018639,0.099559
4053,19.674757,-0.050637,0.027328,0.074111,-0.052606,0.021432,0.090284,-0.041872,0.027341,0.079747,-0.035288,0.018639,0.099559
4054,19.679612,-0.050639,0.027328,0.074111,-0.052606,0.021432,0.090285,-0.041872,0.027341,0.079747,-0.035288,0.018639,0.099559
4055,19.684466,-0.050641,0.027328,0.074111,-0.052606,0.021432,0.090285,-0.041873,0.027341,0.079747,-0.035288,0.018639,0.099559
4056,19.689320,-0.050643,0.027328,0.074111,-0.052606,0.021432,0.090285,-0.041873,0.027341,0.079748,-0.035287,0.018639,0.099559
4057,19.694175,-0.050644,0.027328,0.074111,-0.052606,0.021432,0.090285,-0.041873,0.027341,0.079748,-0.035287,0.018639,0.099560
4058,19.699029,-0.050646,0.027328,0.074111,-0.052606,0.021432,0.090286,-0.041873,0.027342,0.079748,-0.035287,0.018639,0.099560
4059,19.703883,-0.050648,0.027328,0.074111,-0.052606,0.021432,0.090286,-0.041874,0.027342,0.079748,-0.035286,0.018639,0.099560
4060,19.708738,-0.050649,0.027328,0.074111,-0.052605,0.021432,0.090286,-0.041874,0.027342,0.079748,-0.035286,0.018639,0.099560
4061,19.713592,-0.050651,0.027328,0.074111,-0.052605,0.021432,0.090286,-0.041874,0.027342,0.079748,-0.035285,0.018639,0.099560
4062,19.718447,-0.050652,0.027328,0.074111,-0.052605,0.021432,0.090287,-0.041875,0.027342,0.079748,-0.035285,0.018639,0.099560
4063,19.723301,-0.050654,0.027328,0.074111,-0.052605,0.021432,0.090287,-0.041875,0.027342,0.079748,-0.035284,0.018639,0.099560
4064,19.728155,-0.050655,0.027328,0.074111,-0.052605,0.021432,0.090287,-0.041875,0.027342,0.079749,-0.035283,0.018639,0.099560
4065,19.733010,-0.050657,0.027328,0.074111,-0.052605,0.021432,0.090287,-0.041875,0.027342,0.079749,-0.035283,0.018639,0.099560
4066,19.737864,-0.050658,0.027327,0.074111,-0.052605,0.021431,0.090287,-0.041876,0.027343,0.079749,-0.035282,0.018639,0.099560
4067,19.742718,-0.050659,0.027327,0.074112,-0.052605,0.021431,0.090288,-0.041876,0.027343,0.079749,-0.035282,0.018639,0.099561
4068,19.747573,-0.050661,0.027327,0.074112,-0.052605,0.021431,0.090288,-0.041876,0.027343,0.079749,-0.035281,0.018639,0.099561
4069,19.752427,-0.050662,0.027327,0.074112,-0.052605,0.021431,0.090288,-0.041877,0.027343,0.079749,-0.035281,0.018640,0.099561
4070,19.757282,-0.050664,0.027327,0.074112,-0.052605,0.021431,0.090288,-0.041877,0.027343,0.079749,-0.035280,0.018640,0.099561
4071,19.762136,-0.050665,0.027327,0.074112,-0.052605,0.021431,0.090288,-0.041877,0.027343,0.079749,-0.035280,0.018640,0.099561
4072,19.766990,-0.050667,0.027327,0.074112,-0.052605,0.021431,0.090288,-0.041877,0.027343,0.079749,-0.035279,0.018640,0.099562
4073,19.771845,-0.050668,0.027327,0.074112,-0.052605,0.021431,0.090289,-0.041878,0.027343,0.079749,-0.035279,0.018640,0.099562
4074,19.776699,-0.050669,0.027327,0.074112,-0.052605,0.021431,0.090289,-0.041878,0.027343,0.079749,-0.035279,0.018640,0.099562
4075,19.781553,-0.050671,0.027327,0.074112,-0.052605,0.021431,0.090289,-0.041878,0.027344,0.079749,-0.035278,0.018640,0.099563
4076,19.786408,-0.050672,0.027327,0.074113,-0.052605,0.021431,0.090289,-0.041879,0.027344,0.079749,-0.035278,0.018640,0.099563
4077,19.791262,-0.050674,0.027327,0.074113,-0.052605,0.021431,0.090289,-0.041879,0.027344,0.079749,-0.035278,0.018640,0.099563
4078,19.796117,-0.050675,0.027327,0.074113,-0.052605,0.021431,0.090289,-0.041879,0.027344,0.079749,-0.035277,0.018640,0.099564
4079,19.800971,-0.050677,0.027327,0.074113,-0.052605,0.021431,0.090290,-0.041879,0.027344,0.079749,-0.035277,0.018640,0.099564
4080,19.805825,-0.050678,0.027327,0.074113,-0.052605,0.021431,0.090290,-0.041880,0.027344,0.079749,-0.035277,0.018640,0.099564
4081,19.810680,-0.050679,0.027327,0.074113,-0.052606,0.021430,0.090290,-0.041880,0.027344,0.079749,-0.035276,0.018640,0.099565
4082,19.815534,-0.050681,0.027327,0.074114,-0.052606,0.021430,0.090290,-0.041880,0.027344,0.079749,-0.035276,0.018640,0.099565
4083,19.820388,-0.050682,0.027327,0.074114,-0.052606,0.021430,0.090290,-0.041881,0.027344,0.079749,-0.035275,0.018640,0.099566
4084,19.825243,-0.050683,0.027327,0.074114,-0.052606,0.021430,0.090290,-0.041881,0.027345,0.079749,-0.035275,0.018640,0.099566
4085,19.830097,-0.050685,0.027327,0.074114,-0.052606,0.021430,0.090291,-0.041881,0.027345,0.079749,-0.035274,0.018640,0.099567
4086,19.834951,-0.050686,0.027327,0.074114,-0.052606,0.021430,0.090291,-0.041881,0.027345,0.079749,-0.035274,0.018640,0.099567
4087,19.839806,-0.050687,0.027327,0.074115,-0.052606,0.021430,0.090291,-0.041882,0.027345,0.079749,-0.035273,0.018640,0.099567
4088,19.844660,-0.050689,0.027327,0.074115,-0.052606,0.021430,0.090291,-0.041882,0.027345,0.079749,-0.035272,0.018640,0.099568
4089,19.849515,-0.050690,0.027327,0.074115,-0.052606,0.021430,0.090291,-0.041882,0.027345,0.079749,-0.035272,0.018640,0.099568
4090,19.854369,-0.050692,0.027327,0.074115,-0.052606,0.021430,0.090291,-0.041883,0.027345,0.079749,-0.035271,0.018640,0.099569
4091,19.859223,-0.050693,0.027327,0.074115,-0.052606,0.021430,0.090291,-0.041883,0.027345,0.079749,-0.035271,0.018640,0.099569
4092,19.864078,-0.050694,0.027327,0.074115,-0.052606,0.021430,0.090291,-0.041883,0.027345,0.079749,-0.035270,0.018640,0.099569
4093,19.868932,-0.050696,0.027327,0.074116,-0.052606,0.021430,0.090292,-0.041883,0.027345,0.079749,-0.035270,0.018640,0.099569
4094,19.873786,-0.050697,0.027327,0.074116,-0.052606,0.021430,0.090292,-0.041884,0.027345,0.079749,-0.035269,0.018640,0.099570
4095,19.878641,-0.050699,0.027327,0.074116,-0.052606,0.021429,0.090292,-0.041884,0.027346,0.079749,-0.035269,0.018640,0.099570
4096,19.883495,-0.050701,0.027327,0.074116,-0.052606,0.021429,0.090292,-0.041884,0.027346,0.079749,-0.035268,0.018640,0.099570
4097,19.888350,-0.050702,0.027327,0.074116,-0.052606,0.021429,0.090292,-0.041885,0.027346,0.079749,-0.035267,0.018640,0.099570
4098,19.893204,-0.050704,0.027327,0.074116,-0.052606,0.021429,0.090292,-0.041885,0.027346,0.079749,-0.035267,0.018640,0.099570
4099,19.898058,-0.050705,0.027327,0.074116,-0.052606,0.021429,0.090292,-0.041885,0.027346,0.079749,-0.035266,0.018640,0.099570
4100,19.902913,-0.050707,0.027327,0.074116,-0.052606,0.021429,0.090292,-0.041886,0.027346,0.079749,-0.035265,0.018640,0.099571
4101,19.907767,-0.050708,0.027327,0.074116,-0.052606,0.021429,0.090292,-0.041886,0.027346,0.079749,-0.035265,0.018640,0.099571
4102,19.912621,-0.050710,0.027327,0.074116,-0.052606,0.021429,0.090292,-0.041886,0.027346,0.079749,-0.035264,0.018640,0.099571
4103,19.917476,-0.050711,0.027326,0.074116,-0.052606,0.021429,0.090292,-0.041887,0.027346,0.079749,-0.035263,0.018640,0.099571
4104,19.922330,-0.050713,0.027326,0.074116,-0.052606,0.021429,0.090292,-0.041887,0.027346,0.079749,-0.035263,0.018640,0.099571
4105,19.927184,-0.050714,0.027326,0.074115,-0.052606,0.021429,0.090293,-0.041887,0.027346,0.079749,-0.035262,0.018640,0.099571
4106,19.932039,-0.050716,0.027326,0.074115,-0.052606,0.021429,0.090293,-0.041888,0.027346,0.079749,-0.035261,0.018640,0.099571
4107,19.936893,-0.050718,0.027325,0.074115,-0.052606,0.021429,0.090293,-0.041888,0.027346,0.079749,-0.035261,0.018640,0.099571
4108,19.941748,-0.050719,0.027325,0.074115,-0.052606,0.021429,0.090293,-0.041889,0.027346,0.079749,-0.035260,0.018641,0.099571
4109,19.946602,-0.050721,0.027325,0.074114,-0.052606,0.021429,0.090293,-0.041889,0.027346,0.079749,-0.035259,0.018641,0.099571
4110,19.951456,-0.050723,0.027325,0.074114,-0.052606,0.021429,0.090293,-0.041889,0.027346,0.079749,-0.035259,0.018641,0.099572
4111,19.956311,-0.050724,0.027324,0.074114,-0.052606,0.021429,0.090293,-0.041890,0.027346,0.079749,-0.035258,0.018642,0.099572
4112,19.961165,-0.050726,0.027324,0.074114,-0.052606,0.021429,0.090293,-0.041890,0.027346,0.079749,-0.035257,0.018642,0.099572
4113,19.966019,-0.050728,0.027324,0.074113,-0.052606,0.021429,0.090293,-0.041891,0.027346,0.079749,-0.035257,0.018642,0.099572
4114,19.970874,-0.050730,0.027323,0.074113,-0.052606,0.021429,0.090293,-0.041891,0.027346,0.079750,-0.035256,0.018643,0.099572
4115,19.975728,-0.050731,0.027323,0.074113,-0.052605,0.021429,0.090293,-0.041891,0.027346,0.079750,-0.035256,0.018643,0.099572
4116,19.980583,-0.050733,0.027322,0.074112,-0.052605,0.021429,0.090293,-0.041892,0.027346,0.079750,-0.035255,0.018643,0.099572
4117,19.985437,-0.050735,0.027322,0.074112,-0.052605,0.021429,0.090293,-0.041892,0.027346,0.079750,-0.035254,0.018644,0.099573
4118,19.990291,-0.050736,0.027322,0.074111,-0.052605,0.021429,0.090293,-0.041893,0.027346,0.079750,-0.035253,0.018644,0.099573
4119,19.995146,-0.050738,0.027321,0.074111,-0.052605,0.021429,0.090293,-0.041893,0.027346,0.079750,-0.035253,0.018644,0.099573
4120,20.000000,-0.050740,0.027321,0.074111,-0.052605,0.021430,0.090293,-0.041894,0.027346,0.079751,-0.035252,0.018644,0.099573
4121,20.004854,-0.050741,0.027321,0.074110,-0.052604,0.021430,0.090293,-0.041894,0.027346,0.079751,-0.035251,0.018645,0.099573
4122,20.009709,-0.050743,0.027320,0.074110,-0.052604,0.021430,0.090293,-0.041895,0.027346,0.079751,-0.035250,0.018645,0.099573
4123,20.014563,-0.050744,0.027320,0.074110,-0.052604,0.021430,0.090293,-0.041895,0.027346,0.079751,-0.035249,0.018645,0.099573
4124,20.019417,-0.050746,0.027320,0.074109,-0.052604,0.021430,0.090293,-0.041895,0.027346,0.079752,-0.035248,0.018646,0.099573
4125,20.024272,-0.050747,0.027320,0.074109,-0.052604,0.021430,0.090293,-0.041896,0.027346,0.079752,-0.035247,0.018646,0.099574
4126,20.029126,-0.050749,0.027319,0.074109,-0.052603,0.021430,0.090293,-0.041896,0.027346,0.079752,-0.035247,0.018646,0.099574
4127,20.033981,-0.050751,0.027319,0.074108,-0.052603,0.021430,0.090293,-0.041897,0.027346,0.079753,-0.035246,0.018647,0.099574
4128,20.038835,-0.050752,0.027319,0.074108,-0.052603,0.021430,0.090293,-0.041897,0.027346,0.079753,-0.035245,0.018647,0.099574
4129,20.043689,-0.050754,0.027319,0.074108,-0.052603,0.021430,0.090293,-0.041897,0.027346,0.079754,-0.035244,0.018648,0.099574
4130,20.048544,-0.050756,0.027319,0.074107,-0.052602,0.021430,0.090293,-0.041898,0.027346,0.079754,-0.035243,0.018648,0.099575
4131,20.053398,-0.050758,0.027319,0.074107,-0.052602,0.021430,0.090293,-0.041898,0.027346,0.079755,-0.035242,0.018649,0.099575
4132,20.058252,-0.050759,0.027319,0.074107,-0.052602,0.021430,0.090293,-0.041898,0.027346,0.079755,-0.035242,0.018649,0.099575
4133,20.063107,-0.050761,0.027319,0.074106,-0.052601,0.021431,0.090293,-0.041898,0.027346,0.079756,-0.035241,0.018650,0.099575
4134,20.067961,-0.050763,0.027319,0.074106,-0.052601,0.021431,0.090293,-0.041899,0.027346,0.079756,-0.035240,0.018650,0.099575
4135,20.072816,-0.050765,0.027319,0.074105,-0.052601,0.021431,0.090293,-0.041899,0.027346,0.079757,-0.035239,0.018650,0.099575
4136,20.077670,-0.050766,0.027319,0.074105,-0.052600,0.021431,0.090293,-0.041899,0.027346,0.079758,-0.035238,0.018651,0.099575
4137,20.082524,-0.050768,0.027319,0.074105,-0.052600,0.021431,0.090293,-0.041899,0.027346,0.079758,-0.035237,0.018651,0.099575
4138,20.087379,-0.050770,0.027319,0.074104,-0.052600,0.021431,0.090293,-0.041899,0.027346,0.079759,-0.035236,0.018652,0.099575
4139,20.092233,-0.050771,0.027319,0.074104,-0.052599,0.021431,0.090293,-0.041899,0.027346,0.079760,-0.035234,0.018652,0.099575
4140,20.097087,-0.050773,0.027319,0.074103,-0.052599,0.021431,0.090293,-0.041898,0.027345,0.079761,-0.035233,0.018652,0.099575
4141,20.101942,-0.050775,0.027319,0.074103,-0.052599,0.021431,0.090293,-0.041898,0.027345,0.079762,-0.035232,0.018652,0.099575
4142,20.106796,-0.050776,0.027319,0.074102,-0.052598,0.021432,0.090293,-0.041898,0.027345,0.079763,-0.035231,0.018652,0.099575
4143,20.111650,-0.050778,0.027319,0.074102,-0.052598,0.021432,0.090293,-0.041897,0.027345,0.079764,-0.035229,0.018653,0.099575
4144,20.116505,-0.050780,0.027318,0.074101,-0.052597,0.021432,0.090293,-0.041897,0.027345,0.079765,-0.035228,0.018653,0.099575
4145,20.121359,-0.050781,0.027318,0.074101,-0.052597,0.021432,0.090293,-0.041896,0.027345,0.079767,-0.035227,0.018653,0.099575
4146,20.126214,-0.050783,0.027318,0.074100,-0.052596,0.021432,0.090293,-0.041895,0.027345,0.079768,-0.035226,0.018653,0.099575
4147,20.131068,-0.050784,0.027318,0.074100,-0.052596,0.021432,0.090293,-0.041894,0.027345,0.079770,-0.035224,0.018653,0.099575
4148,20.135922,-0.050786,0.027318,0.074099,-0.052596,0.021432,0.090294,-0.041893,0.027345,0.079771,-0.035223,0.018653,0.099575
4149,20.140777,-0.050788,0.027318,0.074099,-0.052595,0.021432,0.090294,-0.041892,0.027345,0.079773,-0.035222,0.018653,0.099575
4150,20.145631,-0.050789,0.027317,0.074098,-0.052595,0.021432,0.090294,-0.041890,0.027345,0.079774,-0.035221,0.018654,0.099575
4151,20.150485,-0.050791,0.027317,0.074098,-0.052594,0.021432,0.090294,-0.041889,0.027345,0.079776,-0.035220,0.018654,0.099575
4152,20.155340,-0.050793,0.027317,0.074097,-0.052594,0.021433,0.090294,-0.041887,0.027345,0.079778,-0.035219,0.018654,0.099575
4153,20.160194,-0.050794,0.027317,0.074097,-0.052593,0.021433,0.090294,-0.041885,0.027345,0.079780,-0.035218,0.018654,0.099575
4154,20.165049,-0.050796,0.027316,0.074097,-0.052593,0.021433,0.090294,-0.041883,0.027345,0.079782,-0.035216,0.018654,0.099574
4155,20.169903,-0.050798,0.027316,0.074096,-0.052592,0.021433,0.090294,-0.041881,0.027345,0.079785,-0.035215,0.018654,0.099574
4156,20.174757,-0.050799,0.027316,0.074096,-0.052592,0.021433,0.090294,-0.041878,0.027346,0.079787,-0.035214,0.018654,0.099574
4157,20.179612,-0.050801,0.027315,0.074095,-0.052591,0.021433,0.090295,-0.041876,0.027346,0.079789,-0.035213,0.018654,0.099574
4158,20.184466,-0.050802,0.027315,0.074095,-0.052590,0.021433,0.090295,-0.041873,0.027346,0.079792,-0.035212,0.018654,0.099574
4159,20.189320,-0.050804,0.027315,0.074095,-0.052590,0.021433,0.090295,-0.041870,0.027346,0.079795,-0.035211,0.018654,0.099574
4160,20.194175,-0.050806,0.027314,0.074094,-0.052589,0.021433,0.090295,-0.041866,0.027346,0.079798,-0.035209,0.018655,0.099574
4161,20.199029,-0.050807,0.027314,0.074094,-0.052589,0.021433,0.090295,-0.041863,0.027346,0.079801,-0.035208,0.018655,0.099574
4162,20.203883,-0.050809,0.027314,0.074094,-0.052588,0.021433,0.090296,-0.041859,0.027346,0.079804,-0.035207,0.018655,0.099574
4163,20.208738,-0.050810,0.027314,0.074093,-0.052587,0.021434,0.090296,-0.041854,0.027346,0.079808,-0.035206,0.018655,0.099574
