Format Version,1.21,Take Name,SamTrail2,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2016-02-02 02.44.51.312 PM,Total Frames in Take,2616,Total Exported Frames,2616,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,,,,
,,soft actuator:constant 0,soft actuator:constant 0,soft actuator:constant 0,soft actuator:end point,soft actuator:end point,soft actuator:end point,soft actuator:middle point,soft actuator:middle point,soft actuator:middle point,,,,,,,,,
,,8392B20CF49E35717C273B6500000000,8392B20CF49E35717C273B6500000000,8392B20CF49E35717C273B6500000000,8392B20CF49E35717C273B6500000002,8392B20CF49E35717C273B6500000002,8392B20CF49E35717C273B6500000002,8392B20CF49E35717C273B6500000003,8392B20CF49E35717C273B6500000003,8392B20CF49E35717C273B6500000003,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,
2115,17.625,-0.032202,0.096909,0.09851,0.080155,0.09647,0.049975,0.012706,0.095295,0.075432,,,,,,,,,
2116,17.633333,-0.032102,0.096885,0.098593,0.079944,0.096676,0.049512,0.012849,0.095098,0.075789,,,,,,,,,
2117,17.641667,-0.032107,0.096888,0.098601,0.07981,0.096356,0.049265,0.012897,0.095013,0.075915,,,,,,,,,
2118,17.65,-0.03209,0.096889,0.098615,0.0798,0.096519,0.049316,0.01286,0.095001,0.075881,,,,,,,,,
2119,17.658333,-0.032119,0.096888,0.098635,0.079758,0.096426,0.049221,0.012905,0.094991,0.076008,,,,,,,,,
2120,17.666667,-0.032088,0.096875,0.098607,0.080052,0.096355,0.04949,0.012891,0.095136,0.075751,,,,,,,,,
2121,17.675,-0.032194,0.096913,0.098563,0.079938,0.096593,0.049627,0.012678,0.095231,0.075515,,,,,,,,,
2122,17.683333,-0.032106,0.096887,0.098639,0.079801,0.096533,0.049283,0.012871,0.095036,0.075914,,,,,,,,,
2123,17.691667,-0.032086,0.09689,0.098651,0.07972,0.096391,0.049167,0.012927,0.094935,0.076054,,,,,,,,,
2124,17.7,-0.032117,0.096896,0.098633,0.07975,0.096449,0.049367,0.012837,0.094958,0.075923,,,,,,,,,
2125,17.708333,-0.032085,0.09688,0.098668,0.079788,0.096336,0.049225,0.013006,0.094937,0.076183,,,,,,,,,
2126,17.716667,-0.032116,0.096902,0.098593,0.079996,0.09639,0.049576,0.012819,0.095136,0.075715,,,,,,,,,
2127,17.725,-0.032139,0.096909,0.098582,0.079863,0.096498,0.049435,0.012781,0.095102,0.075714,,,,,,,,,
2128,17.733333,-0.032069,0.096876,0.098658,0.079614,0.096514,0.048963,0.012943,0.094919,0.076089,,,,,,,,,
2129,17.741667,-0.032091,0.096885,0.098627,0.079613,0.096467,0.049002,0.012849,0.094955,0.075926,,,,,,,,,
2130,17.75,-0.032102,0.096891,0.098629,0.079536,0.096479,0.048944,0.012818,0.094918,0.075913,,,,,,,,,
2131,17.758333,-0.032081,0.096875,0.098665,0.079673,0.096461,0.048939,0.012967,0.094983,0.076119,,,,,,,,,
2132,17.766667,-0.032167,0.096904,0.098563,0.079816,0.096403,0.049289,0.012711,0.095153,0.075586,,,,,,,,,
2133,17.775,-0.032094,0.096889,0.098627,0.079604,0.096546,0.048916,0.012846,0.095007,0.075894,,,,,,,,,
2134,17.783333,-0.032076,0.096884,0.098656,0.079444,0.096509,0.048679,0.012903,0.094896,0.076067,,,,,,,,,
2135,17.791667,-0.032092,0.096892,0.098618,0.079481,0.096462,0.048774,0.012802,0.094942,0.075874,,,,,,,,,
2136,17.8,-0.032091,0.096884,0.09864,0.079379,0.096481,0.048614,0.012865,0.094882,0.076045,,,,,,,,,
2137,17.808333,-0.032063,0.09689,0.098648,0.079627,0.096415,0.048783,0.012911,0.095015,0.075962,,,,,,,,,
2138,17.816667,-0.032171,0.096915,0.098581,0.07959,0.096421,0.048933,0.012692,0.095121,0.075628,,,,,,,,,
2139,17.825,-0.03207,0.096885,0.098665,0.07934,0.096577,0.048377,0.012871,0.094934,0.076016,,,,,,,,,
2140,17.833333,-0.032105,0.096896,0.098662,0.079269,0.096517,0.048342,0.012802,0.094929,0.075943,,,,,,,,,
2141,17.841667,-0.03211,0.096896,0.098648,0.079244,0.096503,0.048333,0.012746,0.09493,0.075839,,,,,,,,,
2142,17.85,-0.032107,0.096891,0.098691,0.079185,0.096528,0.048192,0.012855,0.094901,0.076089,,,,,,,,,
2143,17.858333,-0.032097,0.096897,0.098658,0.079444,0.096404,0.048468,0.012781,0.095067,0.075783,,,,,,,,,
2144,17.866667,-0.032161,0.096922,0.098635,0.079312,0.096478,0.04841,0.012693,0.095066,0.075733,,,,,,,,,
2145,17.875,-0.032079,0.096898,0.098697,0.07907,0.096594,0.04794,0.012838,0.09491,0.076035,,,,,,,,,
2146,17.883333,-0.03212,0.096911,0.09867,0.079073,0.096536,0.047993,0.012723,0.094955,0.075848,,,,,,,,,
2147,17.891667,-0.032119,0.096913,0.098671,0.078988,0.096561,0.047893,0.012714,0.094918,0.075838,,,,,,,,,
2148,17.9,-0.032108,0.096911,0.09872,0.079034,0.096556,0.047858,0.012843,0.094954,0.076084,,,,,,,,,
2149,17.908333,-0.032159,0.096918,0.098652,0.079241,0.096452,0.048182,0.012655,0.09511,0.075648,,,,,,,,,
2150,17.916667,-0.032136,0.09692,0.098682,0.079058,0.096553,0.047924,0.012711,0.095019,0.075816,,,,,,,,,
2151,17.925,-0.032107,0.096904,0.098729,0.078889,0.096606,0.04767,0.012774,0.094913,0.07601,,,,,,,,,
2152,17.933333,-0.032134,0.096925,0.09869,0.078928,0.096532,0.047755,0.012681,0.094959,0.07581,,,,,,,,,
2153,17.941667,-0.032129,0.096914,0.098708,0.078848,0.096571,0.047672,0.012701,0.094889,0.075906,,,,,,,,,
2154,17.95,-0.032121,0.096912,0.098747,0.07876,0.096492,0.047589,0.012729,0.094819,0.076029,,,,,,,,,
2155,17.958333,-0.032131,0.096917,0.098775,0.078709,0.096459,0.047497,0.012735,0.094824,0.076075,,,,,,,,,
2156,17.966667,-0.032139,0.096928,0.098772,0.078932,0.096483,0.047695,0.012721,0.095023,0.075932,,,,,,,,,
2157,17.975,-0.032213,0.096949,0.098729,0.078815,0.096485,0.047597,0.012581,0.095069,0.07572,,,,,,,,,
2158,17.983333,-0.032149,0.096925,0.098802,0.078535,0.096659,0.047139,0.012674,0.094945,0.075972,,,,,,,,,
2159,17.991667,-0.032176,0.096936,0.098781,0.078477,0.096609,0.047065,0.012599,0.094969,0.07583,,,,,,,,,
2160,18,-0.032182,0.096928,0.098768,0.078435,0.096633,0.047024,0.01256,0.094965,0.075762,,,,,,,,,
2161,18.008333,-0.032161,0.096931,0.098794,0.078358,0.096633,0.046925,0.012599,0.094885,0.075884,,,,,,,,,
2162,18.016667,-0.032165,0.096924,0.098798,0.078341,0.096543,0.046925,0.012615,0.094841,0.075927,,,,,,,,,
2163,18.025,-0.032162,0.096926,0.09882,0.078473,0.096537,0.047033,0.01269,0.094941,0.076029,,,,,,,,,
2164,18.033333,-0.032193,0.096931,0.098761,0.078573,0.096461,0.047181,0.012568,0.095029,0.075744,,,,,,,,,
2165,18.041667,-0.032157,0.096931,0.09881,0.078407,0.096574,0.046932,0.012625,0.094945,0.075893,,,,,,,,,
2166,18.05,-0.032163,0.096927,0.098821,0.078273,0.096622,0.04676,0.01261,0.094895,0.075921,,,,,,,,,
2167,18.058333,-0.032181,0.096937,0.098792,0.078287,0.096608,0.04677,0.012538,0.09494,0.075769,,,,,,,,,
2168,18.066667,-0.03218,0.096939,0.098805,0.078192,0.096637,0.046658,0.012546,0.094888,0.07583,,,,,,,,,
2169,18.075,-0.03217,0.09693,0.098813,0.078153,0.096618,0.046616,0.012561,0.094845,0.075879,,,,,,,,,
2170,18.083333,-0.032174,0.096931,0.098809,0.078178,0.09656,0.046669,0.012565,0.094855,0.075879,,,,,,,,,
2171,18.091667,-0.032154,0.096938,0.098817,0.07837,0.09654,0.046827,0.012622,0.094964,0.075894,,,,,,,,,
2172,18.1,-0.032208,0.096948,0.098781,0.078313,0.09651,0.046836,0.012544,0.094963,0.075781,,,,,,,,,
2173,18.108333,-0.03215,0.096934,0.098821,0.078187,0.09661,0.046613,0.012616,0.094869,0.075943,,,,,,,,,
2174,18.116667,-0.032166,0.096943,0.098803,0.078157,0.096585,0.046586,0.012561,0.094884,0.075848,,,,,,,,,
2175,18.125,-0.03217,0.09694,0.098799,0.078128,0.096592,0.046549,0.012532,0.094883,0.07579,,,,,,,,,
2176,18.133333,-0.03216,0.096936,0.098808,0.078052,0.096615,0.046433,0.012549,0.09484,0.075852,,,,,,,,,
2177,18.141667,-0.032163,0.096936,0.098813,0.078045,0.096591,0.046428,0.012535,0.094825,0.075832,,,,,,,,,
2178,18.15,-0.032164,0.096939,0.098816,0.078042,0.096577,0.046447,0.012523,0.094815,0.075824,,,,,,,,,
2179,18.158333,-0.032168,0.096935,0.098826,0.078008,0.096562,0.046417,0.012531,0.094784,0.075865,,,,,,,,,
2180,18.166667,-0.032169,0.096939,0.098833,0.077998,0.09655,0.046411,0.012528,0.094773,0.075873,,,,,,,,,
2181,18.175,-0.032178,0.096938,0.098842,0.077996,0.096543,0.046389,0.012553,0.094801,0.075913,,,,,,,,,
2182,18.183333,-0.032162,0.096948,0.09884,0.078148,0.096523,0.046501,0.012565,0.094926,0.075841,,,,,,,,,
2183,18.191667,-0.032201,0.096957,0.098812,0.078053,0.096539,0.046397,0.012501,0.094931,0.075767,,,,,,,,,
2184,18.2,-0.032167,0.096944,0.098839,0.077919,0.096656,0.046158,0.012539,0.094865,0.075868,,,,,,,,,
2185,18.208333,-0.032181,0.096951,0.09882,0.077893,0.09664,0.04612,0.012484,0.094887,0.075762,,,,,,,,,
2186,18.216667,-0.032188,0.096953,0.098816,0.077863,0.096654,0.046077,0.012457,0.094876,0.075723,,,,,,,,,
2187,18.225,-0.032176,0.096945,0.098824,0.077817,0.096668,0.046007,0.01248,0.094837,0.075779,,,,,,,,,
2188,18.233333,-0.03218,0.096946,0.098819,0.077828,0.096641,0.046052,0.012469,0.094825,0.075767,,,,,,,,,
2189,18.241667,-0.032176,0.096945,0.098823,0.077846,0.096608,0.046091,0.012472,0.094808,0.075779,,,,,,,,,
2190,18.25,-0.032179,0.096946,0.098831,0.077849,0.096593,0.046123,0.012493,0.094778,0.075823,,,,,,,,,
2191,18.258333,-0.032175,0.096952,0.098837,0.077854,0.096558,0.046154,0.0125,0.094774,0.075836,,,,,,,,,
2192,18.266667,-0.032177,0.09695,0.098839,0.077863,0.096551,0.046152,0.012507,0.094784,0.075861,,,,,,,,,
2193,18.275,-0.032173,0.096951,0.098831,0.077874,0.096556,0.046157,0.012497,0.094805,0.075815,,,,,,,,,
2194,18.283333,-0.032174,0.096953,0.098832,0.077829,0.096582,0.046083,0.01249,0.0948,0.075807,,,,,,,,,
2195,18.291667,-0.032175,0.096949,0.098829,0.077779,0.096614,0.046,0.012474,0.094791,0.0758,,,,,,,,,
2196,18.3,-0.03218,0.096956,0.098821,0.077764,0.096627,0.045949,0.012449,0.094807,0.075768,,,,,,,,,
2197,18.308333,-0.032185,0.096957,0.098822,0.07774,0.096651,0.045905,0.012441,0.094804,0.075755,,,,,,,,,
2198,18.316667,-0.032185,0.096942,0.098827,0.077723,0.09665,0.045871,0.01244,0.094797,0.075755,,,,,,,,,
2199,18.325,-0.03219,0.096946,0.098836,0.077718,0.096645,0.045873,0.012436,0.094794,0.075755,,,,,,,,,
2200,18.333333,-0.032194,0.096944,0.098842,0.077713,0.096635,0.045886,0.012437,0.094787,0.075775,,,,,,,,,
2201,18.341667,-0.032201,0.096954,0.098848,0.077714,0.096617,0.045903,0.012442,0.09479,0.075791,,,,,,,,,
2202,18.35,-0.032203,0.09695,0.098855,0.07771,0.096598,0.045912,0.012442,0.094777,0.075807,,,,,,,,,
2203,18.358333,-0.032202,0.096951,0.098857,0.077707,0.096599,0.045913,0.012438,0.094778,0.075808,,,,,,,,,
2204,18.366667,-0.032205,0.096956,0.098858,0.077694,0.096602,0.045897,0.012441,0.094775,0.07581,,,,,,,,,
2205,18.375,-0.032206,0.096954,0.098855,0.07768,0.096616,0.045864,0.012432,0.09478,0.0758,,,,,,,,,
2206,18.383333,-0.032204,0.096958,0.098858,0.077661,0.096627,0.045822,0.012429,0.094788,0.075789,,,,,,,,,
2207,18.391667,-0.0322,0.096957,0.09885,0.077647,0.09664,0.045771,0.012423,0.094787,0.075774,,,,,,,,,
2208,18.4,-0.032198,0.096956,0.098853,0.077619,0.096646,0.045721,0.01241,0.094794,0.075754,,,,,,,,,
2209,18.408333,-0.032196,0.096956,0.098856,0.077602,0.096661,0.045686,0.012402,0.094797,0.075751,,,,,,,,,
2210,18.416667,-0.032196,0.096954,0.098863,0.077589,0.096663,0.045665,0.012404,0.094799,0.075749,,,,,,,,,
2211,18.425,-0.0322,0.096959,0.098866,0.07758,0.096656,0.045662,0.012398,0.094797,0.075754,,,,,,,,,
2212,18.433333,-0.032206,0.096959,0.098868,0.077578,0.096647,0.04567,0.012401,0.094792,0.075762,,,,,,,,,
2213,18.441667,-0.032204,0.096954,0.098874,0.077577,0.096631,0.045683,0.012396,0.094779,0.075775,,,,,,,,,
2214,18.45,-0.032207,0.096956,0.098877,0.07758,0.096618,0.045701,0.012402,0.094774,0.075786,,,,,,,,,
2215,18.458333,-0.032208,0.096962,0.098878,0.07759,0.096613,0.045713,0.01241,0.094773,0.075793,,,,,,,,,
2216,18.466667,-0.032202,0.096965,0.098875,0.077586,0.096615,0.045712,0.012407,0.094771,0.075793,,,,,,,,,
2217,18.475,-0.032201,0.096966,0.098875,0.077578,0.096615,0.045692,0.01241,0.094777,0.075791,,,,,,,,,
2218,18.483333,-0.032201,0.096963,0.098878,0.077559,0.096622,0.045668,0.012407,0.094779,0.075784,,,,,,,,,
2219,18.491667,-0.032198,0.096964,0.098876,0.077544,0.096625,0.045634,0.012404,0.094785,0.075773,,,,,,,,,
2220,18.5,-0.032196,0.096961,0.098872,0.077522,0.096635,0.045591,0.012397,0.094793,0.075767,,,,,,,,,
2221,18.508333,-0.032204,0.096969,0.098873,0.07751,0.096639,0.045559,0.012395,0.094801,0.075748,,,,,,,,,
2222,18.516667,-0.032206,0.096964,0.098881,0.077492,0.096637,0.045551,0.012389,0.094798,0.075752,,,,,,,,,
2223,18.525,-0.032213,0.096968,0.098885,0.077491,0.096643,0.045553,0.012389,0.094796,0.075761,,,,,,,,,
2224,18.533333,-0.032211,0.096971,0.098892,0.077496,0.096629,0.045561,0.01239,0.094791,0.07577,,,,,,,,,
2225,18.541667,-0.032206,0.096964,0.098894,0.0775,0.096618,0.045585,0.01239,0.094788,0.075786,,,,,,,,,
2226,18.55,-0.032204,0.096973,0.098897,0.077513,0.09661,0.045602,0.0124,0.094785,0.075791,,,,,,,,,
2227,18.558333,-0.0322,0.096969,0.098894,0.077514,0.096608,0.045606,0.012407,0.094785,0.075797,,,,,,,,,
2228,18.566667,-0.032205,0.096969,0.098898,0.07751,0.096605,0.045588,0.012404,0.094785,0.075797,,,,,,,,,
2229,18.575,-0.032206,0.09697,0.09889,0.07749,0.096617,0.045561,0.0124,0.094786,0.075791,,,,,,,,,
2230,18.583333,-0.032204,0.096968,0.098883,0.077471,0.096627,0.04551,0.012395,0.094795,0.075774,,,,,,,,,
2231,18.591667,-0.032201,0.096964,0.09888,0.077457,0.096642,0.045471,0.012386,0.0948,0.075754,,,,,,,,,
2232,18.6,-0.032199,0.096965,0.098874,0.077446,0.096651,0.045429,0.012385,0.094811,0.07574,,,,,,,,,
2233,18.608333,-0.032199,0.096969,0.098878,0.077436,0.096648,0.045406,0.012382,0.094809,0.075731,,,,,,,,,
2234,18.616667,-0.032204,0.096966,0.098879,0.077431,0.09666,0.045399,0.012379,0.094814,0.075737,,,,,,,,,
2235,18.625,-0.032208,0.096963,0.09888,0.077428,0.096642,0.045404,0.012377,0.094806,0.075741,,,,,,,,,
2236,18.633333,-0.032206,0.096967,0.098884,0.077434,0.096642,0.045416,0.01238,0.094803,0.075753,,,,,,,,,
2237,18.641667,-0.032212,0.096969,0.098885,0.077431,0.09663,0.04544,0.012382,0.0948,0.075763,,,,,,,,,
2238,18.65,-0.032211,0.096973,0.098894,0.077437,0.096627,0.045461,0.012385,0.0948,0.075773,,,,,,,,,
2239,18.658333,-0.032216,0.096968,0.0989,0.077444,0.096618,0.045469,0.012389,0.0948,0.075778,,,,,,,,,
2240,18.666667,-0.032212,0.096966,0.098894,0.077442,0.096612,0.045465,0.012388,0.094787,0.075784,,,,,,,,,
2241,18.675,-0.032207,0.096968,0.098892,0.077434,0.096622,0.045443,0.012392,0.094793,0.075773,,,,,,,,,
2242,18.683333,-0.032202,0.096968,0.098894,0.077423,0.096628,0.04541,0.012384,0.094795,0.075765,,,,,,,,,
2243,18.691667,-0.032204,0.096971,0.098887,0.077414,0.096638,0.04537,0.01238,0.094809,0.075754,,,,,,,,,
2244,18.7,-0.032206,0.09697,0.098883,0.077402,0.09665,0.045339,0.012375,0.094811,0.075746,,,,,,,,,
2245,18.708333,-0.032211,0.096971,0.098883,0.077389,0.096657,0.045317,0.012363,0.094814,0.075736,,,,,,,,,
2246,18.716667,-0.03221,0.096965,0.098893,0.077374,0.096652,0.045311,0.012363,0.094802,0.075738,,,,,,,,,
2247,18.725,-0.032215,0.096971,0.098894,0.077381,0.096652,0.045322,0.012362,0.09481,0.075749,,,,,,,,,
2248,18.733333,-0.032209,0.096972,0.0989,0.077385,0.096634,0.045331,0.012367,0.094806,0.075759,,,,,,,,,
2249,18.741667,-0.032213,0.096974,0.098902,0.07739,0.096635,0.045348,0.012374,0.0948,0.075766,,,,,,,,,
2250,18.75,-0.032208,0.096969,0.098906,0.07739,0.096628,0.045369,0.012379,0.094797,0.075771,,,,,,,,,
2251,18.758333,-0.032208,0.096972,0.098904,0.07739,0.096619,0.045369,0.012378,0.094792,0.075781,,,,,,,,,
2252,18.766667,-0.032206,0.096969,0.098904,0.077388,0.096623,0.045362,0.012376,0.0948,0.075774,,,,,,,,,
2253,18.775,-0.032206,0.096976,0.098904,0.077383,0.096623,0.045341,0.012375,0.094796,0.075769,,,,,,,,,
2254,18.783333,-0.032205,0.096978,0.098902,0.077371,0.096629,0.045322,0.012371,0.094803,0.075762,,,,,,,,,
2255,18.791667,-0.032213,0.096972,0.098904,0.077364,0.096629,0.045308,0.012366,0.094807,0.075756,,,,,,,,,
2256,18.8,-0.032212,0.096974,0.098903,0.077352,0.096635,0.045289,0.012364,0.094806,0.075754,,,,,,,,,
2257,18.808333,-0.032218,0.096973,0.098903,0.077338,0.096634,0.045283,0.012359,0.094809,0.075755,,,,,,,,,
2258,18.816667,-0.032214,0.096974,0.098906,0.077338,0.096636,0.04528,0.012362,0.094805,0.075755,,,,,,,,,
2259,18.825,-0.032215,0.096973,0.098911,0.077339,0.096633,0.045277,0.012365,0.094806,0.075755,,,,,,,,,
2260,18.833333,-0.032214,0.096972,0.098907,0.077341,0.096632,0.045278,0.012364,0.094803,0.075761,,,,,,,,,
2261,18.841667,-0.032217,0.096974,0.098909,0.077339,0.096626,0.045282,0.012362,0.094805,0.075765,,,,,,,,,
2262,18.85,-0.032217,0.096973,0.098909,0.077337,0.096627,0.045274,0.012365,0.094804,0.075761,,,,,,,,,
2263,18.858333,-0.032217,0.096972,0.098911,0.077333,0.096628,0.045263,0.012361,0.094807,0.075768,,,,,,,,,
2264,18.866667,-0.032217,0.096976,0.098914,0.077323,0.09663,0.045255,0.012363,0.094805,0.075759,,,,,,,,,
2265,18.875,-0.032214,0.096975,0.098909,0.077324,0.096635,0.04524,0.01236,0.094811,0.075758,,,,,,,,,
2266,18.883333,-0.032215,0.096978,0.098908,0.077316,0.096629,0.045233,0.012358,0.094808,0.075758,,,,,,,,,
2267,18.891667,-0.032217,0.096978,0.098907,0.077316,0.096637,0.04523,0.012354,0.094809,0.075757,,,,,,,,,
2268,18.9,-0.032219,0.096974,0.098909,0.077312,0.096631,0.045223,0.012355,0.094806,0.075753,,,,,,,,,
2269,18.908333,-0.032221,0.096979,0.098905,0.077307,0.096632,0.045223,0.012354,0.094802,0.075762,,,,,,,,,
2270,18.916667,-0.032218,0.096976,0.098909,0.077308,0.09663,0.045221,0.012356,0.094801,0.075761,,,,,,,,,
2271,18.925,-0.032221,0.09698,0.098911,0.077306,0.096634,0.045221,0.012357,0.094802,0.075762,,,,,,,,,
2272,18.933333,-0.032217,0.096981,0.098918,0.077301,0.096628,0.04522,0.012352,0.094798,0.075762,,,,,,,,,
2273,18.941667,-0.032223,0.096975,0.098916,0.077296,0.096636,0.045213,0.012351,0.094803,0.075768,,,,,,,,,
2274,18.95,-0.032221,0.096979,0.098923,0.077291,0.096639,0.045201,0.012347,0.094807,0.075762,,,,,,,,,
2275,18.958333,-0.032223,0.096979,0.098912,0.077292,0.096637,0.045195,0.012354,0.094809,0.075761,,,,,,,,,
2276,18.966667,-0.032222,0.096977,0.098907,0.077284,0.096652,0.045181,0.012352,0.094814,0.075751,,,,,,,,,
2277,18.975,-0.032219,0.096981,0.098901,0.077281,0.096646,0.04517,0.012351,0.094821,0.07574,,,,,,,,,
2278,18.983333,-0.032216,0.096979,0.0989,0.077277,0.09665,0.045154,0.012345,0.094822,0.075738,,,,,,,,,
2279,18.991667,-0.032215,0.096974,0.098904,0.07727,0.096649,0.045142,0.012352,0.094822,0.075741,,,,,,,,,
2280,19,-0.032212,0.096978,0.098903,0.077269,0.096653,0.045132,0.012351,0.094825,0.075732,,,,,,,,,
2281,19.008333,-0.032216,0.096986,0.098904,0.077262,0.096657,0.045125,0.012351,0.094829,0.075731,,,,,,,,,
2282,19.016667,-0.032215,0.096984,0.098905,0.077256,0.096658,0.045123,0.012344,0.094828,0.075735,,,,,,,,,
2283,19.025,-0.032219,0.096988,0.098907,0.077253,0.096657,0.045118,0.012343,0.094828,0.075738,,,,,,,,,
2284,19.033333,-0.032217,0.096981,0.098906,0.077248,0.09666,0.045118,0.012341,0.094821,0.075743,,,,,,,,,
2285,19.041667,-0.032222,0.096978,0.098905,0.07725,0.096657,0.045111,0.01234,0.094823,0.07574,,,,,,,,,
2286,19.05,-0.032213,0.096981,0.098903,0.077253,0.096656,0.045108,0.012342,0.094825,0.075735,,,,,,,,,
2287,19.058333,-0.032214,0.096985,0.098903,0.077253,0.096663,0.045095,0.012346,0.094831,0.075733,,,,,,,,,
2288,19.066667,-0.032214,0.096986,0.0989,0.077248,0.096668,0.04509,0.012343,0.094823,0.075731,,,,,,,,,
2289,19.075,-0.032216,0.096982,0.098901,0.077244,0.096664,0.045084,0.012338,0.094826,0.075728,,,,,,,,,
2290,19.083333,-0.032221,0.096983,0.098899,0.077234,0.096667,0.04508,0.012335,0.094824,0.075729,,,,,,,,,
2291,19.091667,-0.032214,0.096984,0.098907,0.077238,0.096662,0.045077,0.012339,0.09483,0.07573,,,,,,,,,
2292,19.1,-0.032219,0.096984,0.098895,0.07723,0.096662,0.04508,0.012333,0.094829,0.075727,,,,,,,,,
2293,19.108333,-0.032215,0.096984,0.098897,0.077239,0.096665,0.045076,0.012342,0.094825,0.075735,,,,,,,,,
2294,19.116667,-0.032214,0.096982,0.098901,0.077235,0.096654,0.045074,0.01234,0.094826,0.07573,,,,,,,,,
2295,19.125,-0.032218,0.096982,0.098902,0.077231,0.096654,0.045063,0.012338,0.094819,0.07573,,,,,,,,,
2296,19.133333,-0.032214,0.096979,0.098896,0.077226,0.096661,0.045043,0.012331,0.094823,0.07572,,,,,,,,,
2297,19.141667,-0.032214,0.096983,0.098884,0.077213,0.096675,0.045013,0.01233,0.094829,0.075711,,,,,,,,,
2298,19.15,-0.032209,0.096985,0.098881,0.077203,0.096682,0.044979,0.012327,0.094835,0.075701,,,,,,,,,
2299,19.158333,-0.032213,0.096989,0.098882,0.077189,0.096693,0.044957,0.012321,0.09484,0.075692,,,,,,,,,
2300,19.166667,-0.032215,0.096982,0.098877,0.077183,0.096696,0.044939,0.012318,0.094834,0.075687,,,,,,,,,
2301,19.175,-0.032216,0.096986,0.098886,0.077182,0.096686,0.044947,0.012311,0.094839,0.07569,,,,,,,,,
2302,19.183333,-0.032213,0.096992,0.098885,0.077187,0.09668,0.044967,0.012323,0.094836,0.075695,,,,,,,,,
2303,19.191667,-0.032211,0.096994,0.098895,0.077199,0.096677,0.045001,0.01233,0.094838,0.075711,,,,,,,,,
2304,19.2,-0.03221,0.096998,0.098897,0.077212,0.096655,0.045027,0.012337,0.094833,0.075729,,,,,,,,,
2305,19.208333,-0.032214,0.096991,0.098905,0.077221,0.096652,0.045061,0.012344,0.094828,0.075738,,,,,,,,,
2306,19.216667,-0.032219,0.096986,0.098913,0.077223,0.09664,0.045073,0.012344,0.094825,0.075748,,,,,,,,,
2307,19.225,-0.032219,0.096986,0.09891,0.077223,0.096644,0.045072,0.012344,0.094823,0.075751,,,,,,,,,
2308,19.233333,-0.032218,0.09699,0.098906,0.077212,0.096652,0.045055,0.012341,0.09483,0.075743,,,,,,,,,
2309,19.241667,-0.032216,0.096991,0.09891,0.077204,0.096661,0.045025,0.012338,0.094833,0.075731,,,,,,,,,
2310,19.25,-0.03222,0.096989,0.098909,0.077194,0.096669,0.044991,0.012329,0.09484,0.075723,,,,,,,,,
2311,19.258333,-0.032223,0.096992,0.098911,0.077177,0.096681,0.04498,0.012319,0.094839,0.075718,,,,,,,,,
2312,19.266667,-0.032223,0.096987,0.098917,0.077173,0.096675,0.044967,0.01232,0.094837,0.075718,,,,,,,,,
2313,19.275,-0.03222,0.096991,0.098923,0.077177,0.096672,0.044982,0.012329,0.094832,0.075723,,,,,,,,,
2314,19.283333,-0.032218,0.09699,0.098926,0.077186,0.096669,0.045002,0.01233,0.094828,0.075736,,,,,,,,,
2315,19.291667,-0.032208,0.096993,0.098924,0.077197,0.096657,0.045017,0.012338,0.094827,0.07574,,,,,,,,,
2316,19.3,-0.03221,0.09699,0.098924,0.077208,0.096644,0.045028,0.012344,0.094823,0.075756,,,,,,,,,
2317,19.308333,-0.032214,0.096987,0.098932,0.0772,0.09664,0.045038,0.012342,0.094814,0.075765,,,,,,,,,
2318,19.316667,-0.03221,0.096989,0.098935,0.077193,0.09664,0.045027,0.012338,0.094807,0.075762,,,,,,,,,
2319,19.325,-0.032208,0.096989,0.098937,0.077184,0.096649,0.045007,0.012335,0.09481,0.075752,,,,,,,,,
2320,19.333333,-0.032211,0.096991,0.098931,0.077177,0.096662,0.044981,0.012329,0.09482,0.07574,,,,,,,,,
2321,19.341667,-0.032209,0.096987,0.098929,0.077161,0.096674,0.044956,0.012327,0.094827,0.075736,,,,,,,,,
2322,19.35,-0.032208,0.096991,0.098924,0.077153,0.096673,0.04494,0.012326,0.094824,0.075729,,,,,,,,,
2323,19.358333,-0.03221,0.096988,0.098924,0.077153,0.096674,0.044935,0.012326,0.09482,0.075725,,,,,,,,,
2324,19.366667,-0.032207,0.096987,0.098919,0.077153,0.096671,0.044927,0.012329,0.094831,0.075723,,,,,,,,,
2325,19.375,-0.032201,0.096987,0.098916,0.077156,0.096673,0.044924,0.012333,0.094831,0.075722,,,,,,,,,
2326,19.383333,-0.0322,0.096992,0.098918,0.077162,0.096676,0.044931,0.012335,0.094838,0.075724,,,,,,,,,
2327,19.391667,-0.03221,0.096996,0.098922,0.077163,0.096669,0.044938,0.012335,0.094834,0.075724,,,,,,,,,
2328,19.4,-0.032212,0.096999,0.09892,0.077162,0.096671,0.044943,0.01233,0.094827,0.075731,,,,,,,,,
