Format Version,1.21,,2016-02-19 04.26.29.968 PM,Total Frames in Take,Take Name,Best motion Take 2016-02-19 04.26.29 PM,Capture Frame Rate,,Total Exported Frames,5509,120,Export Frame Rate,120,Capture Start Time,,,5509,,,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,,,,,,,
,,MarkerSet:Away from port top,MarkerSet:Away from port top,MarkerSet:Away from port top,MarkerSet:Ridgeside away from port,MarkerSet:Ridgeside away from port,MarkerSet:Ridgeside away from port,MarkerSet:Close to port top,MarkerSet:Close to port top,MarkerSet:Close to port top,MarkerSet:Ridge side close to port,MarkerSet:Ridge side close to port,MarkerSet:Ridge side close to port,,,,,,,,,,,,
,,8392B20CF49E357161174D8F00000000,8392B20CF49E357161174D8F00000000,8392B20CF49E357161174D8F00000000,8392B20CF49E357161174D8F00000001,8392B20CF49E357161174D8F00000001,8392B20CF49E357161174D8F00000001,8392B20CF49E357161174D8F00000002,8392B20CF49E357161174D8F00000002,8392B20CF49E357161174D8F00000002,8392B20CF49E357161174D8F00000003,8392B20CF49E357161174D8F00000003,8392B20CF49E357161174D8F00000003,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,
2255,18.791667,0.076128,0.087854,0.065035,0.062581,0.08905,0.076507,0.090538,0.087536,0.085013,0.076083,0.088741,0.094805,,,,,,,,,,,,
2256,18.8,0.076122,0.087856,0.065033,0.062578,0.089049,0.076508,0.090536,0.087537,0.085012,0.076082,0.08874,0.094805,,,,,,,,,,,,
2257,18.808333,0.076117,0.087857,0.065032,0.062574,0.089048,0.076508,0.090534,0.087538,0.085012,0.07608,0.08874,0.094806,,,,,,,,,,,,
2258,18.816667,0.076111,0.087859,0.065031,0.06257,0.089047,0.076509,0.090532,0.087539,0.085012,0.076078,0.088739,0.094806,,,,,,,,,,,,
2259,18.825,0.076106,0.08786,0.06503,0.062566,0.089047,0.076509,0.09053,0.08754,0.085012,0.076076,0.088739,0.094807,,,,,,,,,,,,
2260,18.833333,0.0761,0.087862,0.065029,0.062562,0.089046,0.07651,0.090528,0.087541,0.085012,0.076075,0.088738,0.094807,,,,,,,,,,,,
2261,18.841667,0.076094,0.087863,0.065028,0.062558,0.089045,0.07651,0.090526,0.087542,0.085011,0.076073,0.088737,0.094808,,,,,,,,,,,,
2262,18.85,0.076089,0.087865,0.065027,0.062554,0.089044,0.076511,0.090523,0.087544,0.085011,0.076071,0.088736,0.094808,,,,,,,,,,,,
2263,18.858333,0.076083,0.087866,0.065026,0.06255,0.089043,0.076512,0.090521,0.087545,0.085011,0.076069,0.088736,0.094809,,,,,,,,,,,,
2264,18.866667,0.076077,0.087868,0.065025,0.062546,0.089041,0.076513,0.090518,0.087546,0.085011,0.076067,0.088735,0.09481,,,,,,,,,,,,
2265,18.875,0.07607,0.087869,0.065024,0.062542,0.08904,0.076514,0.090516,0.087547,0.085011,0.076065,0.088734,0.094811,,,,,,,,,,,,
2266,18.883333,0.076064,0.087871,0.065023,0.062538,0.089039,0.076514,0.090513,0.087548,0.085011,0.076063,0.088733,0.094811,,,,,,,,,,,,
2267,18.891667,0.076058,0.087873,0.065023,0.062534,0.089038,0.076515,0.090511,0.087549,0.085011,0.076061,0.088733,0.094812,,,,,,,,,,,,
2268,18.9,0.076052,0.087874,0.065022,0.062529,0.089037,0.076516,0.090508,0.087551,0.085011,0.076059,0.088732,0.094813,,,,,,,,,,,,
2269,18.908333,0.076045,0.087876,0.065021,0.062525,0.089036,0.076518,0.090506,0.087552,0.085011,0.076057,0.088731,0.094814,,,,,,,,,,,,
2270,18.916667,0.076039,0.087878,0.06502,0.06252,0.089035,0.076519,0.090503,0.087553,0.085011,0.076055,0.08873,0.094815,,,,,,,,,,,,
2271,18.925,0.076032,0.087879,0.06502,0.062516,0.089034,0.07652,0.090501,0.087555,0.085011,0.076052,0.088729,0.094816,,,,,,,,,,,,
2272,18.933333,0.076026,0.087881,0.065019,0.062512,0.089032,0.076521,0.090498,0.087556,0.085011,0.07605,0.088728,0.094817,,,,,,,,,,,,
2273,18.941667,0.076019,0.087883,0.065018,0.062507,0.089031,0.076522,0.090495,0.087557,0.085011,0.076048,0.088728,0.094818,,,,,,,,,,,,
2274,18.95,0.076012,0.087885,0.065017,0.062503,0.08903,0.076524,0.090493,0.087558,0.085011,0.076046,0.088727,0.094818,,,,,,,,,,,,
2275,18.958333,0.076005,0.087887,0.065017,0.062498,0.089029,0.076525,0.09049,0.08756,0.085011,0.076044,0.088726,0.094819,,,,,,,,,,,,
2276,18.966667,0.075999,0.087888,0.065016,0.062493,0.089027,0.076526,0.090487,0.087561,0.085011,0.076042,0.088725,0.094821,,,,,,,,,,,,
2277,18.975,0.075992,0.08789,0.065015,0.062489,0.089026,0.076528,0.090484,0.087562,0.085011,0.07604,0.088724,0.094822,,,,,,,,,,,,
2278,18.983333,0.075985,0.087892,0.065015,0.062484,0.089025,0.076529,0.090482,0.087564,0.085011,0.076037,0.088723,0.094823,,,,,,,,,,,,
2279,18.991667,0.075978,0.087894,0.065014,0.06248,0.089024,0.07653,0.090479,0.087565,0.085011,0.076035,0.088722,0.094824,,,,,,,,,,,,
2280,19,0.075971,0.087895,0.065014,0.062475,0.089022,0.076532,0.090476,0.087566,0.085011,0.076033,0.088721,0.094825,,,,,,,,,,,,
2281,19.008333,0.075965,0.087897,0.065013,0.062471,0.089021,0.076533,0.090474,0.087567,0.085011,0.076031,0.08872,0.094826,,,,,,,,,,,,
2282,19.016667,0.075958,0.087899,0.065012,0.062466,0.08902,0.076535,0.090471,0.087569,0.085011,0.076029,0.088719,0.094827,,,,,,,,,,,,
2283,19.025,0.075951,0.087901,0.065012,0.062462,0.089019,0.076536,0.090468,0.08757,0.085011,0.076027,0.088718,0.094828,,,,,,,,,,,,
2284,19.033333,0.075944,0.087903,0.065011,0.062457,0.089017,0.076538,0.090466,0.087571,0.085011,0.076025,0.088717,0.094829,,,,,,,,,,,,
2285,19.041667,0.075938,0.087904,0.065011,0.062453,0.089016,0.076539,0.090463,0.087572,0.085011,0.076023,0.088716,0.09483,,,,,,,,,,,,
2286,19.05,0.075931,0.087906,0.06501,0.062448,0.089015,0.07654,0.09046,0.087574,0.085012,0.076021,0.088715,0.094832,,,,,,,,,,,,
2287,19.058333,0.075924,0.087908,0.06501,0.062444,0.089014,0.076542,0.090458,0.087575,0.085012,0.076019,0.088714,0.094833,,,,,,,,,,,,
2288,19.066667,0.075918,0.08791,0.065009,0.062439,0.089013,0.076543,0.090455,0.087576,0.085012,0.076017,0.088713,0.094834,,,,,,,,,,,,
2289,19.075,0.075911,0.087911,0.065008,0.062435,0.089011,0.076544,0.090453,0.087577,0.085012,0.076015,0.088712,0.094835,,,,,,,,,,,,
2290,19.083333,0.075905,0.087913,0.065008,0.062431,0.08901,0.076546,0.09045,0.087578,0.085012,0.076013,0.088711,0.094836,,,,,,,,,,,,
2291,19.091667,0.075898,0.087915,0.065007,0.062426,0.089009,0.076547,0.090448,0.087579,0.085013,0.076011,0.088711,0.094837,,,,,,,,,,,,
2292,19.1,0.075892,0.087916,0.065007,0.062422,0.089008,0.076548,0.090446,0.08758,0.085013,0.076009,0.08871,0.094839,,,,,,,,,,,,
2293,19.108333,0.075886,0.087918,0.065006,0.062418,0.089007,0.07655,0.090443,0.087581,0.085013,0.076007,0.088709,0.09484,,,,,,,,,,,,
2294,19.116667,0.07588,0.087919,0.065005,0.062414,0.089006,0.076551,0.090441,0.087582,0.085013,0.076006,0.088708,0.094841,,,,,,,,,,,,
2295,19.125,0.075874,0.087921,0.065005,0.06241,0.089005,0.076552,0.090439,0.087583,0.085014,0.076004,0.088707,0.094842,,,,,,,,,,,,
2296,19.133333,0.075868,0.087922,0.065004,0.062406,0.089003,0.076553,0.090437,0.087584,0.085014,0.076002,0.088706,0.094843,,,,,,,,,,,,
2297,19.141667,0.075862,0.087924,0.065003,0.062402,0.089002,0.076554,0.090435,0.087585,0.085014,0.076001,0.088705,0.094844,,,,,,,,,,,,
2298,19.15,0.075856,0.087925,0.065003,0.062398,0.089001,0.076555,0.090433,0.087586,0.085015,0.075999,0.088704,0.094845,,,,,,,,,,,,
2299,19.158333,0.07585,0.087927,0.065002,0.062394,0.089,0.076556,0.090431,0.087587,0.085015,0.075997,0.088703,0.094847,,,,,,,,,,,,
2300,19.166667,0.075845,0.087928,0.065001,0.062391,0.088999,0.076557,0.090429,0.087588,0.085015,0.075996,0.088702,0.094848,,,,,,,,,,,,
2301,19.175,0.075839,0.087929,0.065,0.062387,0.088998,0.076558,0.090427,0.087589,0.085016,0.075995,0.088701,0.094849,,,,,,,,,,,,
2302,19.183333,0.075834,0.087931,0.065,0.062384,0.088998,0.076559,0.090426,0.087589,0.085016,0.075993,0.088701,0.09485,,,,,,,,,,,,
2303,19.191667,0.075829,0.087932,0.064999,0.06238,0.088997,0.07656,0.090424,0.08759,0.085016,0.075992,0.0887,0.094851,,,,,,,,,,,,
2304,19.2,0.075823,0.087933,0.064998,0.062377,0.088996,0.076561,0.090422,0.087591,0.085017,0.075991,0.088699,0.094852,,,,,,,,,,,,
2305,19.208333,0.075818,0.087934,0.064997,0.062373,0.088995,0.076561,0.090421,0.087592,0.085017,0.07599,0.088698,0.094853,,,,,,,,,,,,
2306,19.216667,0.075814,0.087936,0.064997,0.06237,0.088994,0.076562,0.09042,0.087592,0.085018,0.075989,0.088697,0.094854,,,,,,,,,,,,
2307,19.225,0.075809,0.087937,0.064996,0.062367,0.088993,0.076563,0.090418,0.087593,0.085018,0.075987,0.088697,0.094855,,,,,,,,,,,,
2308,19.233333,0.075804,0.087938,0.064995,0.062364,0.088992,0.076563,0.090417,0.087593,0.085019,0.075986,0.088696,0.094856,,,,,,,,,,,,
2309,19.241667,0.0758,0.087939,0.064994,0.062361,0.088992,0.076564,0.090416,0.087594,0.085019,0.075986,0.088695,0.094857,,,,,,,,,,,,
2310,19.25,0.075795,0.08794,0.064993,0.062358,0.088991,0.076564,0.090415,0.087594,0.08502,0.075985,0.088694,0.094858,,,,,,,,,,,,
2311,19.258333,0.075791,0.087941,0.064992,0.062355,0.08899,0.076565,0.090414,0.087595,0.08502,0.075984,0.088694,0.094859,,,,,,,,,,,,
2312,19.266667,0.075787,0.087942,0.064991,0.062353,0.08899,0.076565,0.090413,0.087595,0.085021,0.075983,0.088693,0.09486,,,,,,,,,,,,
2313,19.275,0.075783,0.087942,0.06499,0.06235,0.088989,0.076565,0.090412,0.087595,0.085021,0.075982,0.088692,0.094861,,,,,,,,,,,,
2314,19.283333,0.075779,0.087943,0.064989,0.062348,0.088988,0.076565,0.090411,0.087596,0.085022,0.075982,0.088692,0.094862,,,,,,,,,,,,
2315,19.291667,0.075775,0.087944,0.064988,0.062345,0.088988,0.076566,0.09041,0.087596,0.085022,0.075981,0.088691,0.094863,,,,,,,,,,,,
2316,19.3,0.075772,0.087945,0.064987,0.062343,0.088987,0.076566,0.090409,0.087596,0.085023,0.07598,0.08869,0.094864,,,,,,,,,,,,
2317,19.308333,0.075768,0.087945,0.064986,0.06234,0.088987,0.076566,0.090409,0.087596,0.085024,0.07598,0.08869,0.094865,,,,,,,,,,,,
2318,19.316667,0.075765,0.087946,0.064985,0.062338,0.088986,0.076566,0.090408,0.087597,0.085024,0.07598,0.088689,0.094866,,,,,,,,,,,,
2319,19.325,0.075761,0.087947,0.064984,0.062336,0.088986,0.076566,0.090408,0.087597,0.085025,0.075979,0.088688,0.094867,,,,,,,,,,,,
2320,19.333333,0.075758,0.087947,0.064983,0.062334,0.088985,0.076566,0.090407,0.087597,0.085025,0.075979,0.088688,0.094867,,,,,,,,,,,,
2321,19.341667,0.075755,0.087948,0.064982,0.062332,0.088985,0.076565,0.090407,0.087597,0.085026,0.075978,0.088687,0.094868,,,,,,,,,,,,
2322,19.35,0.075752,0.087948,0.06498,0.06233,0.088985,0.076565,0.090407,0.087597,0.085027,0.075978,0.088687,0.094869,,,,,,,,,,,,
2323,19.358333,0.075749,0.087949,0.064979,0.062328,0.088984,0.076565,0.090406,0.087597,0.085027,0.075978,0.088686,0.09487,,,,,,,,,,,,
2324,19.366667,0.075746,0.087949,0.064978,0.062326,0.088984,0.076564,0.090406,0.087597,0.085028,0.075978,0.088686,0.09487,,,,,,,,,,,,
2325,19.375,0.075743,0.08795,0.064977,0.062325,0.088983,0.076564,0.090406,0.087597,0.085028,0.075978,0.088685,0.094871,,,,,,,,,,,,
2326,19.383333,0.075741,0.08795,0.064975,0.062323,0.088983,0.076564,0.090406,0.087597,0.085029,0.075978,0.088685,0.094872,,,,,,,,,,,,
2327,19.391667,0.075738,0.08795,0.064974,0.062321,0.088983,0.076563,0.090406,0.087597,0.085029,0.075977,0.088684,0.094873,,,,,,,,,,,,
2328,19.4,0.075736,0.087951,0.064973,0.06232,0.088983,0.076563,0.090406,0.087597,0.08503,0.075977,0.088684,0.094873,,,,,,,,,,,,
2329,19.408333,0.075733,0.087951,0.064971,0.062318,0.088982,0.076562,0.090406,0.087597,0.085031,0.075977,0.088683,0.094874,,,,,,,,,,,,
2330,19.416667,0.075731,0.087951,0.06497,0.062317,0.088982,0.076561,0.090406,0.087596,0.085031,0.075977,0.088683,0.094874,,,,,,,,,,,,
2331,19.425,0.075729,0.087951,0.064969,0.062315,0.088982,0.076561,0.090406,0.087596,0.085032,0.075978,0.088683,0.094875,,,,,,,,,,,,
2332,19.433333,0.075727,0.087952,0.064967,0.062314,0.088982,0.07656,0.090406,0.087596,0.085032,0.075978,0.088682,0.094875,,,,,,,,,,,,
2333,19.441667,0.075725,0.087952,0.064966,0.062313,0.088981,0.076559,0.090406,0.087596,0.085033,0.075978,0.088682,0.094876,,,,,,,,,,,,
2334,19.45,0.075723,0.087952,0.064964,0.062312,0.088981,0.076558,0.090407,0.087596,0.085033,0.075978,0.088681,0.094876,,,,,,,,,,,,
2335,19.458333,0.075721,0.087952,0.064963,0.06231,0.088981,0.076557,0.090407,0.087595,0.085034,0.075978,0.088681,0.094877,,,,,,,,,,,,
2336,19.466667,0.075719,0.087952,0.064961,0.062309,0.088981,0.076556,0.090407,0.087595,0.085034,0.075978,0.088681,0.094877,,,,,,,,,,,,
2337,19.475,0.075717,0.087952,0.064959,0.062308,0.088981,0.076555,0.090408,0.087595,0.085035,0.075979,0.08868,0.094878,,,,,,,,,,,,
2338,19.483333,0.075715,0.087952,0.064958,0.062307,0.088981,0.076554,0.090408,0.087595,0.085035,0.075979,0.08868,0.094878,,,,,,,,,,,,
2339,19.491667,0.075714,0.087952,0.064956,0.062306,0.088981,0.076553,0.090408,0.087594,0.085036,0.075979,0.08868,0.094878,,,,,,,,,,,,
2340,19.5,0.075712,0.087952,0.064954,0.062305,0.088981,0.076552,0.090409,0.087594,0.085036,0.075979,0.088679,0.094879,,,,,,,,,,,,
2341,19.508333,0.075711,0.087952,0.064953,0.062304,0.088981,0.076551,0.090409,0.087594,0.085037,0.07598,0.088679,0.094879,,,,,,,,,,,,
2342,19.516667,0.075709,0.087952,0.064951,0.062303,0.088981,0.07655,0.09041,0.087593,0.085037,0.07598,0.088679,0.094879,,,,,,,,,,,,
2343,19.525,0.075708,0.087952,0.064949,0.062302,0.088981,0.076549,0.09041,0.087593,0.085037,0.07598,0.088679,0.094879,,,,,,,,,,,,
2344,19.533333,0.075706,0.087952,0.064947,0.062301,0.08898,0.076548,0.090411,0.087593,0.085038,0.075981,0.088678,0.094879,,,,,,,,,,,,
2345,19.541667,0.075705,0.087952,0.064945,0.0623,0.08898,0.076546,0.090411,0.087592,0.085038,0.075981,0.088678,0.094879,,,,,,,,,,,,
2346,19.55,0.075703,0.087952,0.064944,0.0623,0.08898,0.076545,0.090412,0.087592,0.085038,0.075981,0.088678,0.094879,,,,,,,,,,,,
2347,19.558333,0.075702,0.087951,0.064942,0.062299,0.088981,0.076543,0.090412,0.087591,0.085038,0.075982,0.088678,0.094879,,,,,,,,,,,,
2348,19.566667,0.0757,0.087951,0.06494,0.062298,0.088981,0.076542,0.090413,0.087591,0.085039,0.075982,0.088678,0.094879,,,,,,,,,,,,
2349,19.575,0.075699,0.087951,0.064938,0.062297,0.088981,0.076541,0.090414,0.087591,0.085039,0.075983,0.088677,0.094879,,,,,,,,,,,,
2350,19.583333,0.075698,0.087951,0.064936,0.062297,0.088981,0.076539,0.090414,0.08759,0.085039,0.075983,0.088677,0.094879,,,,,,,,,,,,
2351,19.591667,0.075697,0.087951,0.064933,0.062296,0.088981,0.076538,0.090415,0.08759,0.085039,0.075983,0.088677,0.094879,,,,,,,,,,,,
2352,19.6,0.075695,0.08795,0.064931,0.062295,0.088981,0.076536,0.090415,0.08759,0.085039,0.075984,0.088677,0.094879,,,,,,,,,,,,
2353,19.608333,0.075694,0.08795,0.064929,0.062295,0.088981,0.076534,0.090416,0.087589,0.085039,0.075984,0.088677,0.094878,,,,,,,,,,,,
2354,19.616667,0.075693,0.08795,0.064927,0.062294,0.088981,0.076533,0.090417,0.087589,0.085039,0.075985,0.088677,0.094878,,,,,,,,,,,,
2355,19.625,0.075692,0.08795,0.064925,0.062293,0.088981,0.076531,0.090417,0.087588,0.085039,0.075985,0.088677,0.094878,,,,,,,,,,,,
2356,19.633333,0.075691,0.087949,0.064922,0.062293,0.088981,0.076529,0.090418,0.087588,0.085039,0.075985,0.088677,0.094877,,,,,,,,,,,,
2357,19.641667,0.07569,0.087949,0.06492,0.062292,0.088981,0.076528,0.090419,0.087588,0.085039,0.075986,0.088677,0.094877,,,,,,,,,,,,
2358,19.65,0.075688,0.087949,0.064918,0.062291,0.088981,0.076526,0.090419,0.087587,0.085039,0.075986,0.088677,0.094876,,,,,,,,,,,,
2359,19.658333,0.075687,0.087948,0.064915,0.062291,0.088982,0.076524,0.09042,0.087587,0.085039,0.075987,0.088677,0.094876,,,,,,,,,,,,
2360,19.666667,0.075686,0.087948,0.064913,0.06229,0.088982,0.076522,0.090421,0.087586,0.085039,0.075987,0.088676,0.094875,,,,,,,,,,,,
2361,19.675,0.075685,0.087948,0.06491,0.06229,0.088982,0.07652,0.090421,0.087586,0.085038,0.075987,0.088676,0.094875,,,,,,,,,,,,
2362,19.683333,0.075684,0.087947,0.064908,0.062289,0.088982,0.076518,0.090422,0.087586,0.085038,0.075988,0.088676,0.094874,,,,,,,,,,,,
2363,19.691667,0.075683,0.087947,0.064905,0.062289,0.088982,0.076516,0.090423,0.087585,0.085038,0.075988,0.088677,0.094873,,,,,,,,,,,,
2364,19.7,0.075682,0.087946,0.064903,0.062288,0.088982,0.076514,0.090423,0.087585,0.085037,0.075989,0.088677,0.094872,,,,,,,,,,,,
2365,19.708333,0.075681,0.087946,0.0649,0.062288,0.088983,0.076512,0.090424,0.087584,0.085037,0.075989,0.088677,0.094872,,,,,,,,,,,,
2366,19.716667,0.07568,0.087945,0.064897,0.062287,0.088983,0.07651,0.090425,0.087584,0.085037,0.075989,0.088677,0.094871,,,,,,,,,,,,
2367,19.725,0.075679,0.087945,0.064894,0.062287,0.088983,0.076508,0.090426,0.087584,0.085036,0.07599,0.088677,0.09487,,,,,,,,,,,,
2368,19.733333,0.075678,0.087944,0.064892,0.062286,0.088983,0.076506,0.090426,0.087583,0.085036,0.07599,0.088677,0.094869,,,,,,,,,,,,
2369,19.741667,0.075677,0.087944,0.064889,0.062286,0.088983,0.076504,0.090427,0.087583,0.085035,0.075991,0.088677,0.094868,,,,,,,,,,,,
2370,19.75,0.075676,0.087943,0.064886,0.062286,0.088984,0.076501,0.090428,0.087583,0.085035,0.075991,0.088677,0.094867,,,,,,,,,,,,
2371,19.758333,0.075675,0.087943,0.064883,0.062285,0.088984,0.076499,0.090428,0.087582,0.085034,0.075991,0.088677,0.094866,,,,,,,,,,,,
2372,19.766667,0.075674,0.087942,0.06488,0.062285,0.088984,0.076497,0.090429,0.087582,0.085033,0.075992,0.088677,0.094865,,,,,,,,,,,,
2373,19.775,0.075673,0.087942,0.064877,0.062284,0.088984,0.076495,0.09043,0.087581,0.085033,0.075992,0.088677,0.094863,,,,,,,,,,,,
2374,19.783333,0.075672,0.087941,0.064874,0.062284,0.088985,0.076492,0.09043,0.087581,0.085032,0.075993,0.088678,0.094862,,,,,,,,,,,,
2375,19.791667,0.075671,0.087941,0.064871,0.062284,0.088985,0.07649,0.090431,0.087581,0.085031,0.075993,0.088678,0.094861,,,,,,,,,,,,
2376,19.8,0.07567,0.08794,0.064868,0.062283,0.088985,0.076488,0.090432,0.08758,0.085031,0.075993,0.088678,0.09486,,,,,,,,,,,,
2377,19.808333,0.075669,0.08794,0.064865,0.062283,0.088986,0.076485,0.090433,0.08758,0.08503,0.075994,0.088678,0.094858,,,,,,,,,,,,
2378,19.816667,0.075668,0.087939,0.064862,0.062283,0.088986,0.076483,0.090433,0.08758,0.085029,0.075994,0.088678,0.094857,,,,,,,,,,,,
2379,19.825,0.075668,0.087938,0.064859,0.062282,0.088986,0.07648,0.090434,0.087579,0.085028,0.075994,0.088679,0.094855,,,,,,,,,,,,
2380,19.833333,0.075667,0.087938,0.064855,0.062282,0.088987,0.076478,0.090435,0.087579,0.085027,0.075995,0.088679,0.094854,,,,,,,,,,,,
2381,19.841667,0.075666,0.087937,0.064852,0.062282,0.088987,0.076475,0.090436,0.087579,0.085026,0.075995,0.088679,0.094852,,,,,,,,,,,,
2382,19.85,0.075665,0.087936,0.064849,0.062281,0.088987,0.076473,0.090436,0.087578,0.085025,0.075996,0.088679,0.094851,,,,,,,,,,,,
2383,19.858333,0.075664,0.087936,0.064846,0.062281,0.088988,0.07647,0.090437,0.087578,0.085025,0.075996,0.08868,0.094849,,,,,,,,,,,,
2384,19.866667,0.075663,0.087935,0.064842,0.062281,0.088988,0.076468,0.090438,0.087578,0.085024,0.075996,0.08868,0.094848,,,,,,,,,,,,
2385,19.875,0.075662,0.087934,0.064839,0.062281,0.088988,0.076465,0.090439,0.087577,0.085023,0.075997,0.08868,0.094846,,,,,,,,,,,,
2386,19.883333,0.075662,0.087934,0.064836,0.06228,0.088989,0.076463,0.090439,0.087577,0.085022,0.075997,0.08868,0.094845,,,,,,,,,,,,
2387,19.891667,0.075661,0.087933,0.064832,0.06228,0.088989,0.07646,0.09044,0.087577,0.085021,0.075997,0.088681,0.094843,,,,,,,,,,,,
2388,19.9,0.07566,0.087932,0.064829,0.06228,0.088989,0.076458,0.090441,0.087576,0.08502,0.075998,0.088681,0.094842,,,,,,,,,,,,
2389,19.908333,0.075659,0.087932,0.064825,0.06228,0.08899,0.076455,0.090442,0.087576,0.085019,0.075998,0.088681,0.09484,,,,,,,,,,,,
2390,19.916667,0.075658,0.087931,0.064822,0.062279,0.08899,0.076453,0.090442,0.087576,0.085018,0.075999,0.088682,0.094838,,,,,,,,,,,,
2391,19.925,0.075658,0.08793,0.064819,0.062279,0.08899,0.07645,0.090443,0.087575,0.085017,0.075999,0.088682,0.094837,,,,,,,,,,,,
2392,19.933333,0.075657,0.087929,0.064815,0.062279,0.088991,0.076447,0.090444,0.087575,0.085016,0.075999,0.088682,0.094835,,,,,,,,,,,,
2393,19.941667,0.075656,0.087929,0.064812,0.062279,0.088991,0.076445,0.090445,0.087575,0.085015,0.076,0.088682,0.094833,,,,,,,,,,,,
2394,19.95,0.075655,0.087928,0.064809,0.062279,0.088991,0.076442,0.090446,0.087574,0.085014,0.076,0.088683,0.094832,,,,,,,,,,,,
2395,19.958333,0.075655,0.087927,0.064805,0.062279,0.088992,0.07644,0.090446,0.087574,0.085013,0.076001,0.088683,0.09483,,,,,,,,,,,,
2396,19.966667,0.075654,0.087927,0.064802,0.062278,0.088992,0.076437,0.090447,0.087574,0.085012,0.076001,0.088683,0.094828,,,,,,,,,,,,
2397,19.975,0.075653,0.087926,0.064798,0.062278,0.088993,0.076435,0.090448,0.087573,0.085011,0.076001,0.088684,0.094827,,,,,,,,,,,,
2398,19.983333,0.075653,0.087925,0.064795,0.062278,0.088993,0.076432,0.090449,0.087573,0.08501,0.076002,0.088684,0.094825,,,,,,,,,,,,
2399,19.991667,0.075652,0.087924,0.064792,0.062278,0.088993,0.076429,0.09045,0.087573,0.085009,0.076002,0.088684,0.094824,,,,,,,,,,,,
2400,20,0.075651,0.087924,0.064788,0.062278,0.088994,0.076427,0.090451,0.087572,0.085008,0.076003,0.088685,0.094822,,,,,,,,,,,,
2401,20.008333,0.075651,0.087923,0.064785,0.062278,0.088994,0.076424,0.090451,0.087572,0.085007,0.076003,0.088685,0.09482,,,,,,,,,,,,
2402,20.016667,0.07565,0.087922,0.064782,0.062278,0.088995,0.076422,0.090452,0.087572,0.085007,0.076004,0.088685,0.094819,,,,,,,,,,,,
2403,20.025,0.075649,0.087921,0.064778,0.062277,0.088995,0.076419,0.090453,0.087571,0.085006,0.076004,0.088686,0.094817,,,,,,,,,,,,
2404,20.033333,0.075649,0.08792,0.064775,0.062277,0.088995,0.076417,0.090454,0.087571,0.085005,0.076004,0.088686,0.094816,,,,,,,,,,,,
2405,20.041667,0.075648,0.08792,0.064772,0.062277,0.088996,0.076414,0.090455,0.08757,0.085004,0.076005,0.088686,0.094814,,,,,,,,,,,,
2406,20.05,0.075647,0.087919,0.064769,0.062277,0.088996,0.076412,0.090456,0.08757,0.085003,0.076005,0.088687,0.094813,,,,,,,,,,,,
2407,20.058333,0.075647,0.087918,0.064766,0.062277,0.088996,0.076409,0.090457,0.08757,0.085003,0.076006,0.088687,0.094811,,,,,,,,,,,,
2408,20.066667,0.075646,0.087917,0.064762,0.062277,0.088997,0.076407,0.090458,0.087569,0.085002,0.076006,0.088687,0.09481,,,,,,,,,,,,
2409,20.075,0.075646,0.087917,0.064759,0.062277,0.088997,0.076405,0.090459,0.087569,0.085001,0.076007,0.088688,0.094809,,,,,,,,,,,,
2410,20.083333,0.075645,0.087916,0.064756,0.062277,0.088998,0.076402,0.090459,0.087569,0.085001,0.076007,0.088688,0.094807,,,,,,,,,,,,
2411,20.091667,0.075645,0.087915,0.064753,0.062277,0.088998,0.0764,0.09046,0.087568,0.085,0.076008,0.088688,0.094806,,,,,,,,,,,,
2412,20.1,0.075644,0.087914,0.06475,0.062276,0.088998,0.076398,0.090461,0.087568,0.084999,0.076008,0.088688,0.094805,,,,,,,,,,,,
2413,20.108333,0.075643,0.087914,0.064747,0.062276,0.088999,0.076395,0.090462,0.087567,0.084999,0.076009,0.088689,0.094804,,,,,,,,,,,,
2414,20.116667,0.075643,0.087913,0.064744,0.062276,0.088999,0.076393,0.090463,0.087567,0.084998,0.076009,0.088689,0.094802,,,,,,,,,,,,
2415,20.125,0.075642,0.087912,0.064741,0.062276,0.088999,0.076391,0.090464,0.087566,0.084998,0.07601,0.088689,0.094801,,,,,,,,,,,,
2416,20.133333,0.075642,0.087911,0.064738,0.062276,0.089,0.076388,0.090465,0.087566,0.084997,0.076011,0.088689,0.0948,,,,,,,,,,,,
2417,20.141667,0.075641,0.08791,0.064735,0.062276,0.089,0.076386,0.090466,0.087566,0.084997,0.076011,0.08869,0.094799,,,,,,,,,,,,
2418,20.15,0.075641,0.08791,0.064732,0.062276,0.089,0.076384,0.090467,0.087565,0.084996,0.076012,0.08869,0.094798,,,,,,,,,,,,
2419,20.158333,0.07564,0.087909,0.064729,0.062275,0.089001,0.076382,0.090468,0.087565,0.084996,0.076012,0.08869,0.094797,,,,,,,,,,,,
2420,20.166667,0.07564,0.087908,0.064727,0.062275,0.089001,0.07638,0.090469,0.087564,0.084996,0.076013,0.08869,0.094796,,,,,,,,,,,,
