Format Version,1.21,Capture Start Time,2016-02-19 05.16.24.248 PM,Total Frames in Take,Take Name,Best with last video taken on camera Take 2016-02-19 05.16.24 PM,Capture Frame Rate,4269,Total Exported Frames,4269,120,Export Frame Rate,120,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,
,,MarkerSet:Top away from port,MarkerSet:Top away from port,MarkerSet:Top away from port,MarkerSet:Ridge away from port,MarkerSet:Ridge away from port,MarkerSet:Ridge away from port,MarkerSet:Top close to port,MarkerSet:Top close to port,MarkerSet:Top close to port,MarkerSet:Ridge close to port,MarkerSet:Ridge close to port,MarkerSet:Ridge close to port,,,,,,
,,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000003,8392B20CF49E3571480B06D800000003,8392B20CF49E3571480B06D800000003,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,,Position,Position,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,
163,1.358333,0.032282,0.09001,0.038218,0.019113,0.088108,0.050414,0.044749,0.090035,0.052068,0.031975,0.088171,0.063787,,,,,,
164,1.366667,0.032274,0.090009,0.038212,0.019112,0.088107,0.05041,0.044745,0.090033,0.052072,0.03198,0.088178,0.063787,,,,,,
165,1.375,0.03227,0.090006,0.038209,0.019108,0.088111,0.050415,0.044749,0.090038,0.052071,0.031978,0.088176,0.063784,,,,,,
166,1.383333,0.032277,0.090013,0.038211,0.01911,0.088109,0.050411,0.044748,0.090031,0.052069,0.031971,0.088178,0.063783,,,,,,
167,1.391667,0.032272,0.090013,0.038209,0.019115,0.088104,0.050409,0.044758,0.09003,0.052075,0.031976,0.08818,0.063785,,,,,,
168,1.4,0.032281,0.09001,0.038205,0.019118,0.088106,0.050399,0.044761,0.090027,0.052072,0.031983,0.088175,0.063786,,,,,,
169,1.408333,0.032287,0.090014,0.038199,0.019125,0.088108,0.050399,0.044766,0.090031,0.052069,0.031985,0.088172,0.06378,,,,,,
170,1.416667,0.032287,0.090013,0.038193,0.019126,0.08811,0.050389,0.044769,0.090028,0.052066,0.031992,0.088179,0.063774,,,,,,
171,1.425,0.032281,0.090014,0.038189,0.019126,0.088111,0.050393,0.044771,0.090031,0.052064,0.031994,0.08818,0.063768,,,,,,
172,1.433333,0.03228,0.09001,0.03819,0.019119,0.088119,0.050384,0.044768,0.09003,0.052061,0.031985,0.088188,0.063769,,,,,,
173,1.441667,0.032273,0.09001,0.038189,0.019118,0.08811,0.050384,0.044762,0.090028,0.052064,0.03198,0.088183,0.063765,,,,,,
174,1.45,0.032276,0.090012,0.038181,0.01911,0.088113,0.05038,0.04476,0.090022,0.05206,0.031981,0.088181,0.063764,,,,,,
175,1.458333,0.032264,0.090008,0.038178,0.019111,0.088113,0.050378,0.04476,0.090027,0.052064,0.031972,0.088187,0.063758,,,,,,
176,1.466667,0.032268,0.090009,0.038175,0.019111,0.088116,0.050373,0.044764,0.09003,0.052064,0.031971,0.088191,0.063761,,,,,,
177,1.475,0.032271,0.090008,0.038165,0.019117,0.088114,0.05037,0.044764,0.090029,0.052062,0.031982,0.088192,0.063758,,,,,,
178,1.483333,0.032275,0.090002,0.038162,0.019126,0.088118,0.050369,0.04478,0.090031,0.052058,0.031983,0.088193,0.063757,,,,,,
179,1.491667,0.03228,0.090003,0.038154,0.019128,0.088117,0.050365,0.044785,0.090027,0.052056,0.031989,0.088191,0.063751,,,,,,
180,1.5,0.032277,0.090002,0.038152,0.019133,0.08812,0.050362,0.044783,0.090019,0.052053,0.031993,0.088194,0.063754,,,,,,
181,1.508333,0.032274,0.090002,0.038154,0.019131,0.088119,0.050358,0.044778,0.090022,0.052056,0.031998,0.088201,0.063754,,,,,,
182,1.516667,0.032269,0.089996,0.038144,0.019131,0.088116,0.05036,0.044779,0.090028,0.052053,0.031989,0.088203,0.063751,,,,,,
183,1.525,0.032272,0.089995,0.038145,0.019136,0.088114,0.05036,0.044787,0.090025,0.052053,0.03199,0.088201,0.063753,,,,,,
184,1.533333,0.032267,0.089992,0.038138,0.019132,0.088114,0.050355,0.044779,0.090027,0.052061,0.031988,0.088205,0.06375,,,,,,
185,1.541667,0.032263,0.090002,0.038134,0.019123,0.088115,0.050352,0.044781,0.090021,0.052057,0.031978,0.088202,0.063743,,,,,,
186,1.55,0.032263,0.089999,0.03813,0.019127,0.088116,0.050343,0.044785,0.090024,0.052052,0.031985,0.088207,0.06374,,,,,,
187,1.558333,0.032263,0.089997,0.038126,0.019124,0.088114,0.050339,0.044783,0.090022,0.052052,0.031981,0.088209,0.063735,,,,,,
188,1.566667,0.032265,0.090002,0.038127,0.019121,0.088113,0.050331,0.044786,0.090026,0.05205,0.031979,0.088213,0.063736,,,,,,
189,1.575,0.032265,0.089993,0.038123,0.019125,0.08812,0.050334,0.044789,0.090026,0.052044,0.031987,0.08821,0.063731,,,,,,
190,1.583333,0.032263,0.089995,0.038113,0.019128,0.088118,0.050333,0.044797,0.090025,0.052049,0.031983,0.088213,0.06373,,,,,,
191,1.591667,0.032267,0.089995,0.038113,0.019128,0.088123,0.050333,0.044795,0.09002,0.052047,0.031991,0.088216,0.063726,,,,,,
192,1.6,0.032269,0.089986,0.038112,0.019136,0.08812,0.050331,0.044802,0.09002,0.052044,0.031994,0.088207,0.063725,,,,,,
193,1.608333,0.03227,0.089991,0.038098,0.019136,0.08812,0.050325,0.044803,0.090022,0.052046,0.031994,0.088213,0.063722,,,,,,
194,1.616667,0.032266,0.089982,0.038096,0.019183,0.087968,0.050245,0.044801,0.090013,0.052045,0.031997,0.088209,0.063721,,,,,,
195,1.625,0.032265,0.089984,0.038089,0.019136,0.088126,0.050318,0.044797,0.090009,0.052038,0.031989,0.088213,0.063713,,,,,,
196,1.633333,0.032261,0.089983,0.038087,0.01913,0.088125,0.050313,0.044801,0.090013,0.052042,0.031995,0.088213,0.063712,,,,,,
197,1.641667,0.032258,0.089985,0.038081,0.019175,0.087967,0.050228,0.044796,0.090013,0.052036,0.03199,0.088223,0.06371,,,,,,
198,1.65,0.032251,0.089981,0.038073,0.019175,0.087972,0.05023,0.044796,0.090023,0.052036,0.03199,0.088213,0.063705,,,,,,
199,1.658333,0.032257,0.089984,0.038066,0.019117,0.08813,0.050297,0.044796,0.09002,0.052033,0.031987,0.088218,0.063701,,,,,,
200,1.666667,0.032265,0.08998,0.038059,0.019125,0.088127,0.050292,0.044802,0.090015,0.052028,0.031991,0.088222,0.063703,,,,,,
201,1.675,0.032267,0.08998,0.038052,0.019132,0.088128,0.05029,0.04481,0.090018,0.052033,0.031999,0.088226,0.063694,,,,,,
202,1.683333,0.032276,0.089979,0.038044,0.019134,0.088128,0.050283,0.044818,0.090017,0.052032,0.03201,0.088227,0.063699,,,,,,
203,1.691667,0.03228,0.089976,0.038038,0.01914,0.088134,0.050287,0.044818,0.090018,0.052032,0.032008,0.08823,0.063698,,,,,,
204,1.7,0.032277,0.089976,0.038034,0.019139,0.088136,0.050284,0.04482,0.090009,0.052022,0.032012,0.088232,0.063694,,,,,,
205,1.708333,0.032275,0.08997,0.038033,0.019144,0.088133,0.050284,0.044823,0.090014,0.052028,0.032001,0.088238,0.063695,,,,,,
206,1.716667,0.032264,0.089964,0.038033,0.019138,0.088139,0.050278,0.04482,0.090012,0.052026,0.032001,0.088237,0.063692,,,,,,
207,1.725,0.032262,0.089971,0.038029,0.019187,0.087975,0.050199,0.044818,0.09001,0.052027,0.031992,0.088236,0.063691,,,,,,
208,1.733333,0.032256,0.089965,0.038019,0.019132,0.088135,0.050275,0.044818,0.090007,0.052028,0.031986,0.088238,0.063682,,,,,,
209,1.741667,0.032257,0.08997,0.038017,0.019128,0.088142,0.050268,0.044818,0.090013,0.052028,0.03199,0.088232,0.063676,,,,,,
210,1.75,0.032254,0.089967,0.038006,0.019178,0.087983,0.050183,0.044818,0.090015,0.052021,0.031987,0.088245,0.063671,,,,,,
211,1.758333,0.032262,0.089964,0.037999,0.019135,0.088143,0.050256,0.044829,0.090006,0.052017,0.032001,0.08824,0.063671,,,,,,
212,1.766667,0.032261,0.089962,0.037992,0.019189,0.087989,0.050176,0.04483,0.090004,0.052011,0.031968,0.088373,0.063734,,,,,,
213,1.775,0.032272,0.089959,0.037987,0.01914,0.08814,0.050246,0.044835,0.089997,0.052012,0.032005,0.088248,0.063662,,,,,,
214,1.783333,0.032266,0.089956,0.037989,0.019135,0.088143,0.050238,0.044837,0.090005,0.052018,0.03201,0.088251,0.063664,,,,,,
215,1.791667,0.032267,0.089962,0.037984,0.019134,0.088148,0.050234,0.04484,0.089995,0.052015,0.032004,0.088255,0.063661,,,,,,
216,1.8,0.032262,0.089955,0.037977,0.019132,0.088145,0.050237,0.044838,0.089992,0.052015,0.031969,0.088382,0.063725,,,,,,
217,1.808333,0.032259,0.089949,0.037968,0.01913,0.088144,0.050233,0.044836,0.090002,0.052019,0.031999,0.088253,0.063656,,,,,,
218,1.816667,0.032248,0.08995,0.037965,0.019122,0.088144,0.05023,0.044838,0.090001,0.052019,0.03196,0.08838,0.063718,,,,,,
219,1.825,0.032254,0.089951,0.037959,0.019124,0.088142,0.050225,0.044832,0.089993,0.052016,0.031957,0.088386,0.063715,,,,,,
220,1.833333,0.032251,0.089954,0.037952,0.019129,0.088146,0.050222,0.044835,0.090001,0.052013,0.031998,0.088261,0.06364,,,,,,
221,1.841667,0.032253,0.089959,0.037947,0.019135,0.088153,0.050219,0.044841,0.09,0.052008,0.031967,0.088392,0.063707,,,,,,
222,1.85,0.032254,0.089943,0.037943,0.019133,0.088148,0.050211,0.044841,0.089996,0.052009,0.031969,0.08839,0.063701,,,,,,
223,1.858333,0.032255,0.08994,0.037936,0.01914,0.08815,0.050209,0.044844,0.089994,0.052005,0.032005,0.088264,0.063634,,,,,,
224,1.866667,0.032261,0.089949,0.037928,0.019146,0.088149,0.050206,0.044855,0.089998,0.052004,0.032014,0.088274,0.063634,,,,,,
225,1.875,0.032262,0.08995,0.037923,0.01914,0.088154,0.050199,0.044854,0.089995,0.052004,0.032013,0.088279,0.063636,,,,,,
226,1.883333,0.032261,0.089937,0.037915,0.019142,0.088151,0.050199,0.04486,0.089996,0.052007,0.031987,0.088407,0.063702,,,,,,
227,1.891667,0.032254,0.089939,0.037919,0.019138,0.088151,0.050197,0.044862,0.089996,0.052005,0.032011,0.088278,0.063634,,,,,,
228,1.9,0.032253,0.089931,0.037911,0.019139,0.088153,0.050191,0.044856,0.08999,0.052005,0.031977,0.088402,0.063697,,,,,,
229,1.908333,0.032246,0.08993,0.037901,0.019132,0.088152,0.050188,0.044852,0.089994,0.052011,0.031977,0.088404,0.063698,,,,,,
230,1.916667,0.032241,0.089935,0.037904,0.019129,0.088158,0.050183,0.044858,0.09,0.052012,0.032005,0.088282,0.063623,,,,,,
231,1.925,0.032236,0.089932,0.037896,0.019127,0.088161,0.05018,0.044856,0.09,0.052009,0.031971,0.088414,0.063691,,,,,,
232,1.933333,0.032239,0.089925,0.037892,0.019126,0.088166,0.050177,0.044855,0.09,0.052013,0.031968,0.088412,0.063687,,,,,,
233,1.941667,0.032238,0.089928,0.037882,0.019129,0.088155,0.050171,0.044866,0.090003,0.052006,0.031973,0.088411,0.063681,,,,,,
234,1.95,0.032243,0.089919,0.037872,0.019131,0.088162,0.05017,0.044869,0.089996,0.052007,0.031977,0.088409,0.063675,,,,,,
235,1.958333,0.032247,0.089925,0.037872,0.019135,0.088163,0.050166,0.044871,0.089987,0.052004,0.031986,0.088415,0.06367,,,,,,
236,1.966667,0.032252,0.089922,0.037862,0.019136,0.088162,0.05016,0.044881,0.089988,0.051999,0.032024,0.088286,0.063599,,,,,,
237,1.975,0.032253,0.089926,0.037853,0.01914,0.088165,0.050153,0.044875,0.089988,0.051999,0.031992,0.088414,0.063662,,,,,,
238,1.983333,0.032254,0.089929,0.03785,0.019134,0.088166,0.050151,0.044877,0.08998,0.051993,0.031988,0.088413,0.06366,,,,,,
239,1.991667,0.032242,0.089925,0.037852,0.019128,0.088165,0.050147,0.044873,0.089986,0.051993,0.032017,0.088279,0.06359,,,,,,
240,2,0.032236,0.089926,0.037847,0.019125,0.088167,0.050142,0.04487,0.089979,0.051989,0.031982,0.088412,0.063661,,,,,,
241,2.008333,0.032234,0.089928,0.037845,0.019122,0.088173,0.050138,0.044867,0.089985,0.05199,0.031972,0.088417,0.063654,,,,,,
242,2.016667,0.032228,0.089924,0.037841,0.019119,0.088167,0.050134,0.044868,0.089983,0.051991,0.032005,0.088297,0.063589,,,,,,
243,2.025,0.032228,0.08992,0.037832,0.019118,0.088172,0.050132,0.044871,0.089982,0.051995,0.031969,0.088418,0.063649,,,,,,
244,2.033333,0.032231,0.089911,0.03783,0.019122,0.08817,0.050131,0.044875,0.089982,0.051992,0.03198,0.088422,0.063652,,,,,,
245,2.041667,0.032243,0.089917,0.037825,0.019129,0.088172,0.050126,0.044879,0.089977,0.051991,0.03202,0.088304,0.063587,,,,,,
246,2.05,0.032249,0.089914,0.037813,0.019137,0.088178,0.05012,0.044888,0.08997,0.051982,0.031995,0.08843,0.063642,,,,,,
247,2.058333,0.032258,0.089917,0.037809,0.019138,0.08818,0.050118,0.044898,0.089976,0.051989,0.031994,0.088429,0.063635,,,,,,
248,2.066667,0.03225,0.089912,0.037805,0.019141,0.088175,0.050111,0.044898,0.089972,0.051988,0.032035,0.088307,0.06357,,,,,,
249,2.075,0.032246,0.089909,0.037795,0.019138,0.088179,0.050101,0.044894,0.089969,0.051983,0.031991,0.088429,0.063633,,,,,,
250,2.083333,0.032243,0.089909,0.037792,0.019128,0.088175,0.050099,0.044897,0.089972,0.051983,0.031986,0.088429,0.063631,,,,,,
251,2.091667,0.032231,0.089904,0.037786,0.019121,0.088182,0.05009,0.044891,0.089972,0.051985,0.032017,0.088304,0.063564,,,,,,
252,2.1,0.032226,0.089901,0.037781,0.019115,0.088182,0.050089,0.044888,0.089977,0.051987,0.031978,0.088432,0.063628,,,,,,
253,2.108333,0.032225,0.089903,0.037777,0.019115,0.08819,0.050086,0.044888,0.089969,0.051984,0.031978,0.088434,0.063626,,,,,,
254,2.116667,0.032225,0.089906,0.037775,0.019115,0.088188,0.050082,0.044896,0.089969,0.051984,0.031979,0.088434,0.063619,,,,,,
255,2.125,0.032223,0.089893,0.037762,0.019118,0.088189,0.050071,0.0449,0.089961,0.05198,0.032022,0.088312,0.063553,,,,,,
256,2.133333,0.032226,0.08989,0.037757,0.019121,0.088186,0.050073,0.044908,0.089965,0.051984,0.031991,0.088443,0.063614,,,,,,
257,2.141667,0.032231,0.089887,0.037749,0.019127,0.088191,0.050065,0.044908,0.089959,0.051976,0.031996,0.088442,0.063611,,,,,,
258,2.15,0.032235,0.08989,0.037748,0.019134,0.088191,0.050054,0.044916,0.08996,0.051977,0.032007,0.088444,0.063607,,,,,,
259,2.158333,0.032232,0.089888,0.037737,0.019131,0.088199,0.050054,0.044921,0.089961,0.051971,0.032002,0.088449,0.063603,,,,,,
260,2.166667,0.032229,0.089893,0.037733,0.019129,0.088201,0.050046,0.044913,0.089958,0.051973,0.032003,0.088454,0.063599,,,,,,
261,2.175,0.032227,0.089893,0.037726,0.019125,0.088207,0.050037,0.044913,0.089952,0.051972,0.031991,0.088443,0.063589,,,,,,
262,2.183333,0.03222,0.08989,0.03771,0.019115,0.088205,0.050025,0.044907,0.089951,0.051961,0.031981,0.088439,0.063578,,,,,,
263,2.191667,0.032215,0.08989,0.037708,0.019117,0.088201,0.05002,0.044907,0.089957,0.051965,0.032022,0.088316,0.063518,,,,,,
264,2.2,0.032205,0.089894,0.037703,0.019104,0.088204,0.050019,0.04491,0.089968,0.05197,0.031981,0.08844,0.06358,,,,,,
265,2.208333,0.032201,0.089896,0.037698,0.019109,0.088207,0.050015,0.044909,0.089957,0.051969,0.031979,0.088446,0.063578,,,,,,
266,2.216667,0.032209,0.089901,0.037692,0.01911,0.08821,0.050009,0.044912,0.089954,0.051968,0.031981,0.088451,0.063575,,,,,,
267,2.225,0.032208,0.089891,0.037685,0.019114,0.088212,0.050008,0.044921,0.089949,0.051962,0.032023,0.088329,0.063509,,,,,,
268,2.233333,0.032216,0.089885,0.037679,0.01912,0.088209,0.050001,0.044929,0.089948,0.051962,0.031988,0.088448,0.063571,,,,,,
269,2.241667,0.03222,0.08988,0.037675,0.019123,0.088214,0.049996,0.044926,0.089943,0.051962,0.031993,0.088452,0.063564,,,,,,
270,2.25,0.032247,0.089902,0.037652,0.019118,0.088219,0.049986,0.044933,0.089942,0.051969,0.032041,0.088327,0.063501,,,,,,
271,2.258333,0.03222,0.089891,0.037648,0.019122,0.088218,0.049983,0.044941,0.089948,0.05196,0.032038,0.088324,0.063496,,,,,,
272,2.266667,0.032217,0.089882,0.037636,0.019122,0.088219,0.049975,0.044941,0.089947,0.051953,0.032037,0.08833,0.063488,,,,,,
273,2.275,0.032207,0.089888,0.037635,0.01911,0.088221,0.049967,0.044936,0.089949,0.051952,0.032035,0.088331,0.063483,,,,,,
274,2.283333,0.032205,0.089887,0.037617,0.019106,0.088221,0.049959,0.044933,0.089947,0.051948,0.032024,0.088334,0.063481,,,,,,
275,2.291667,0.032201,0.089891,0.037605,0.019102,0.088228,0.049952,0.04493,0.089948,0.051943,0.032022,0.088348,0.063481,,,,,,
276,2.3,0.032221,0.089906,0.037592,0.0191,0.088225,0.049944,0.044937,0.08995,0.051948,0.031986,0.088483,0.063541,,,,,,
277,2.308333,0.032224,0.089901,0.037587,0.019103,0.08823,0.049941,0.044937,0.089939,0.051951,0.032025,0.088344,0.063473,,,,,,
278,2.316667,0.032226,0.089898,0.037581,0.019104,0.088225,0.049938,0.044946,0.089939,0.051949,0.031988,0.088476,0.063535,,,,,,
279,2.325,0.032199,0.089881,0.037582,0.01911,0.088222,0.049929,0.044952,0.089938,0.051947,0.032035,0.088341,0.063467,,,,,,
280,2.333333,0.032234,0.089892,0.03756,0.019112,0.088234,0.049925,0.044957,0.08994,0.051942,0.032034,0.088353,0.063464,,,,,,
281,2.341667,0.032228,0.089895,0.037552,0.019111,0.088235,0.049918,0.044962,0.089938,0.051936,0.032036,0.088365,0.063461,,,,,,
282,2.35,0.032222,0.089893,0.03754,0.019108,0.088232,0.049909,0.044957,0.089938,0.051937,0.032033,0.088367,0.063455,,,,,,
283,2.358333,0.032221,0.089884,0.037522,0.019098,0.088234,0.049906,0.044956,0.089936,0.051935,0.031988,0.088492,0.063509,,,,,,
284,2.366667,0.03221,0.089887,0.037517,0.019094,0.08824,0.049899,0.044954,0.089939,0.051931,0.032021,0.08837,0.063447,,,,,,
285,2.375,0.032194,0.089897,0.037509,0.019086,0.08825,0.049896,0.04494,0.089927,0.051926,0.032012,0.088361,0.063433,,,,,,
286,2.383333,0.032168,0.089902,0.037499,0.019069,0.088238,0.049896,0.04494,0.089939,0.051929,0.032008,0.088354,0.063436,,,,,,
287,2.391667,0.032138,0.089912,0.03752,0.019056,0.088234,0.049913,0.044934,0.089922,0.051935,0.031999,0.088327,0.063455,,,,,,
288,2.4,0.032098,0.089928,0.037532,0.019036,0.088215,0.049934,0.044919,0.089932,0.051942,0.03196,0.088426,0.063522,,,,,,
289,2.408333,0.032043,0.089918,0.037558,0.019017,0.0882,0.049959,0.044911,0.089937,0.051949,0.031991,0.088282,0.063467,,,,,,
290,2.416667,0.032066,0.089941,0.037552,0.019015,0.088195,0.049959,0.044899,0.089941,0.051952,0.031981,0.088285,0.063469,,,,,,
291,2.425,0.032041,0.089929,0.03755,0.019018,0.088195,0.049952,0.04491,0.089939,0.051948,0.031996,0.088296,0.063467,,,,,,
292,2.433333,0.032078,0.089931,0.037517,0.019019,0.088209,0.049931,0.044915,0.089934,0.051945,0.032,0.088297,0.06346,,,,,,
293,2.441667,0.032089,0.089925,0.037499,0.019027,0.088214,0.049912,0.044928,0.089941,0.051941,0.032003,0.08831,0.063449,,,,,,
294,2.45,0.0321,0.089917,0.037487,0.019033,0.088217,0.049896,0.044938,0.089925,0.051934,0.031999,0.088314,0.063434,,,,,,
295,2.458333,0.032096,0.089912,0.037466,0.01904,0.088224,0.049885,0.044938,0.089919,0.051929,0.031999,0.088326,0.063431,,,,,,
296,2.466667,0.032096,0.089916,0.037457,0.019037,0.08823,0.049862,0.044935,0.089922,0.051928,0.031956,0.088459,0.063487,,,,,,
297,2.475,0.03209,0.089917,0.037444,0.019029,0.088229,0.04986,0.044934,0.089924,0.051925,0.031998,0.088344,0.063418,,,,,,
298,2.483333,0.03209,0.089912,0.037437,0.019021,0.08822,0.049856,0.044939,0.08993,0.051925,0.031999,0.088339,0.063419,,,,,,
299,2.491667,0.03208,0.08992,0.037435,0.01902,0.088211,0.049847,0.044939,0.089921,0.051923,0.031991,0.088332,0.063417,,,,,,
300,2.5,0.032059,0.089933,0.037426,0.019002,0.088216,0.049851,0.044926,0.089923,0.05192,0.031979,0.088308,0.063403,,,,,,
301,2.508333,0.031982,0.089928,0.037453,0.018988,0.088208,0.049871,0.044924,0.089924,0.051924,0.031981,0.088295,0.063422,,,,,,
302,2.516667,0.031946,0.089942,0.037476,0.018964,0.088185,0.049897,0.044908,0.089939,0.051935,0.031972,0.088277,0.063437,,,,,,
303,2.525,0.031949,0.089962,0.037475,0.018945,0.088186,0.049907,0.044897,0.08995,0.051943,0.031963,0.08827,0.063443,,,,,,
304,2.533333,0.031912,0.089945,0.037484,0.018938,0.088178,0.049914,0.044894,0.089953,0.051947,0.031963,0.088259,0.063442,,,,,,
305,2.541667,0.03192,0.089938,0.037468,0.018945,0.088185,0.049897,0.044902,0.089952,0.051944,0.031964,0.088278,0.06344,,,,,,
306,2.55,0.031932,0.089926,0.037433,0.01895,0.0882,0.049875,0.044914,0.089946,0.051936,0.031975,0.088293,0.063419,,,,,,
307,2.558333,0.031956,0.089929,0.037407,0.018955,0.088204,0.049845,0.044922,0.089935,0.051929,0.031972,0.08831,0.06341,,,,,,
308,2.566667,0.031957,0.089909,0.037388,0.018962,0.088212,0.049834,0.044935,0.089936,0.051924,0.031977,0.08831,0.063403,,,,,,
309,2.575,0.031952,0.089899,0.03738,0.018965,0.088216,0.049824,0.044935,0.089932,0.051915,0.031972,0.088317,0.063398,,,,,,
310,2.583333,0.031947,0.089901,0.037373,0.018966,0.088212,0.049819,0.044941,0.089927,0.051923,0.031978,0.08832,0.063396,,,,,,
311,2.591667,0.031954,0.089911,0.037365,0.018961,0.088214,0.049814,0.044942,0.089929,0.051921,0.031976,0.08832,0.063392,,,,,,
312,2.6,0.03195,0.089903,0.037359,0.018963,0.088211,0.049803,0.044947,0.089919,0.051915,0.031979,0.08833,0.063385,,,,,,
313,2.608333,0.031958,0.089896,0.037342,0.018969,0.088208,0.049795,0.044955,0.089919,0.051918,0.031987,0.088328,0.063383,,,,,,
314,2.616667,0.031962,0.08989,0.037319,0.018973,0.08821,0.049785,0.044963,0.089922,0.051911,0.031984,0.088334,0.063376,,,,,,
315,2.625,0.031962,0.089894,0.037307,0.018978,0.088221,0.049767,0.044966,0.089919,0.05191,0.031991,0.088345,0.063369,,,,,,
316,2.633333,0.031961,0.089897,0.037288,0.01897,0.088225,0.04975,0.044968,0.08992,0.051907,0.03199,0.088351,0.063355,,,,,,
317,2.641667,0.031961,0.089892,0.037279,0.018964,0.088225,0.049734,0.044973,0.089928,0.0519,0.031988,0.088362,0.063349,,,,,,
318,2.65,0.031958,0.089884,0.03727,0.01896,0.088226,0.049725,0.044971,0.089923,0.051901,0.031985,0.08837,0.063342,,,,,,
319,2.658333,0.031961,0.089887,0.037255,0.018959,0.088235,0.049707,0.044978,0.089923,0.051898,0.031988,0.088373,0.063321,,,,,,
320,2.666667,0.031968,0.089885,0.037246,0.018966,0.088236,0.049694,0.044977,0.089923,0.051895,0.031984,0.088379,0.063317,,,,,,
321,2.675,0.031972,0.089877,0.037224,0.018966,0.088245,0.049677,0.04498,0.089914,0.051884,0.031988,0.088392,0.063307,,,,,,
322,2.683333,0.031982,0.089872,0.037208,0.01897,0.088247,0.049662,0.044992,0.089917,0.051886,0.031988,0.088412,0.0633,,,,,,
323,2.691667,0.031984,0.089868,0.037195,0.018973,0.088247,0.049648,0.044993,0.089911,0.051878,0.031987,0.08841,0.06329,,,,,,
324,2.7,0.031991,0.089864,0.037176,0.018984,0.088256,0.049626,0.045006,0.089907,0.051876,0.031991,0.088417,0.063282,,,,,,
325,2.708333,0.031994,0.089863,0.037161,0.018988,0.088261,0.049611,0.045009,0.089911,0.051873,0.031994,0.088424,0.06327,,,,,,
326,2.716667,0.031996,0.089856,0.037148,0.018984,0.08826,0.049589,0.04501,0.089914,0.051875,0.031954,0.088561,0.063326,,,,,,
327,2.725,0.031999,0.089859,0.037132,0.018979,0.088269,0.049578,0.045021,0.089908,0.051871,0.031996,0.088449,0.063253,,,,,,
328,2.733333,0.031996,0.089851,0.037121,0.018982,0.088273,0.049554,0.045024,0.089911,0.05187,0.031991,0.088454,0.06325,,,,,,
329,2.741667,0.031997,0.089852,0.037099,0.018976,0.088289,0.049533,0.045017,0.08989,0.051864,0.031971,0.088434,0.063234,,,,,,
330,2.75,0.031963,0.089863,0.037101,0.018958,0.088282,0.049552,0.045011,0.089883,0.051858,0.031983,0.088405,0.063237,,,,,,
331,2.758333,0.031905,0.08988,0.03713,0.018917,0.088265,0.049598,0.044996,0.089879,0.051873,0.031976,0.088361,0.063266,,,,,,
332,2.766667,0.031826,0.089919,0.037173,0.018868,0.088212,0.049661,0.044957,0.089887,0.051891,0.031956,0.088285,0.063301,,,,,,
333,2.775,0.031717,0.089939,0.037237,0.018799,0.088156,0.049748,0.044904,0.089924,0.051911,0.031919,0.08822,0.063354,,,,,,
334,2.783333,0.031626,0.089972,0.037312,0.018751,0.088142,0.049833,0.044846,0.089965,0.051943,0.031888,0.088182,0.063411,,,,,,
335,2.791667,0.031536,0.090001,0.037366,0.018708,0.088121,0.049894,0.044803,0.089989,0.051953,0.031867,0.088141,0.063444,,,,,,
336,2.8,0.031489,0.090007,0.037385,0.018674,0.08812,0.04993,0.044784,0.089994,0.051958,0.031856,0.088132,0.063473,,,,,,
337,2.808333,0.031473,0.090003,0.037381,0.018676,0.088105,0.049929,0.044784,0.089993,0.051955,0.031849,0.088128,0.063472,,,,,,
338,2.816667,0.031496,0.090004,0.037357,0.018681,0.088115,0.049903,0.044804,0.089989,0.051957,0.031867,0.088127,0.063442,,,,,,
339,2.825,0.031535,0.089972,0.03731,0.018704,0.088131,0.049848,0.044829,0.089972,0.051947,0.031871,0.088161,0.063423,,,,,,
340,2.833333,0.031575,0.089956,0.037257,0.018724,0.08815,0.049804,0.044849,0.089954,0.051929,0.031888,0.088173,0.063392,,,,,,
341,2.841667,0.031612,0.089949,0.037212,0.018741,0.088161,0.049761,0.044871,0.089943,0.051913,0.031903,0.088202,0.063357,,,,,,
342,2.85,0.031642,0.089946,0.037186,0.018759,0.088174,0.049726,0.044902,0.089932,0.05191,0.031907,0.088233,0.063345,,,,,,
343,2.858333,0.031655,0.089929,0.037157,0.01876,0.088183,0.049693,0.044906,0.089917,0.051897,0.031913,0.08824,0.063326,,,,,,
344,2.866667,0.031672,0.089927,0.037135,0.018767,0.088178,0.049678,0.044916,0.089913,0.051895,0.031918,0.088242,0.063314,,,,,,
