Format Version,1.21,Capture Start Time,2016-02-19 05.16.24.248 PM,Total Frames in Take,Take Name,Best with last video taken on camera Take 2016-02-19 05.16.24 PM,Capture Frame Rate,4269,Total Exported Frames,4269,120,Export Frame Rate,120,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,
,,MarkerSet:Top away from port,MarkerSet:Top away from port,MarkerSet:Top away from port,MarkerSet:Ridge away from port,MarkerSet:Ridge away from port,MarkerSet:Ridge away from port,MarkerSet:Top close to port,MarkerSet:Top close to port,MarkerSet:Top close to port,MarkerSet:Ridge close to port,MarkerSet:Ridge close to port,MarkerSet:Ridge close to port,,,,,,
,,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000003,8392B20CF49E3571480B06D800000003,8392B20CF49E3571480B06D800000003,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,,Position,Position,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,
1713,14.275,0.02897,0.089784,0.033518,0.016818,0.088426,0.046796,0.045179,0.089766,0.051449,0.031716,0.088555,0.062459,,,,,,
1714,14.283333,0.028966,0.089786,0.033524,0.016821,0.088428,0.046799,0.045178,0.089759,0.051456,0.031716,0.088551,0.062466,,,,,,
1715,14.291667,0.028969,0.089783,0.033521,0.016826,0.08843,0.0468,0.045175,0.089757,0.051454,0.031728,0.088544,0.062468,,,,,,
1716,14.3,0.028975,0.089784,0.033525,0.016827,0.088425,0.0468,0.045188,0.089756,0.051454,0.03173,0.088552,0.062467,,,,,,
1717,14.308333,0.028983,0.089781,0.033522,0.016832,0.088426,0.0468,0.045191,0.089757,0.051455,0.031739,0.088556,0.062465,,,,,,
1718,14.316667,0.028988,0.089779,0.033517,0.016837,0.088424,0.046791,0.045198,0.089743,0.051452,0.031741,0.08855,0.062463,,,,,,
1719,14.325,0.02899,0.089773,0.033513,0.016842,0.088424,0.046786,0.045208,0.089746,0.051447,0.031741,0.088558,0.06246,,,,,,
1720,14.333333,0.028985,0.089771,0.033506,0.016838,0.088426,0.046783,0.045207,0.089747,0.051449,0.031746,0.088557,0.062458,,,,,,
1721,14.341667,0.028982,0.089771,0.033502,0.016837,0.088434,0.046775,0.045199,0.089754,0.051445,0.031742,0.088567,0.062451,,,,,,
1722,14.35,0.028986,0.089775,0.033498,0.016833,0.088435,0.046775,0.045197,0.089759,0.051442,0.031738,0.088566,0.062453,,,,,,
1723,14.358333,0.028975,0.089774,0.033492,0.016829,0.088432,0.046774,0.045197,0.089761,0.051446,0.031732,0.088568,0.062447,,,,,,
1724,14.366667,0.028978,0.089772,0.033494,0.016828,0.088434,0.04677,0.045194,0.08976,0.051443,0.031731,0.088566,0.062446,,,,,,
1725,14.375,0.028971,0.089773,0.03349,0.016825,0.088431,0.046767,0.0452,0.089757,0.051443,0.031733,0.088573,0.062447,,,,,,
1726,14.383333,0.028976,0.089772,0.033494,0.016834,0.088438,0.046772,0.045193,0.089756,0.051445,0.03173,0.088574,0.062447,,,,,,
1727,14.391667,0.028982,0.089771,0.033493,0.016835,0.088434,0.046768,0.045201,0.089751,0.051453,0.031745,0.088576,0.062451,,,,,,
1728,14.4,0.028987,0.089766,0.033488,0.016838,0.088435,0.046766,0.045212,0.089753,0.051447,0.031745,0.088574,0.062446,,,,,,
1729,14.408333,0.028986,0.089767,0.033485,0.016843,0.088437,0.046761,0.045218,0.08975,0.051446,0.03175,0.088574,0.062445,,,,,,
1730,14.416667,0.028993,0.089763,0.033481,0.016843,0.088438,0.046758,0.045218,0.08975,0.051442,0.031746,0.088572,0.062442,,,,,,
1731,14.425,0.028987,0.089765,0.033479,0.016838,0.088438,0.046753,0.045214,0.089749,0.051437,0.031749,0.088578,0.062445,,,,,,
1732,14.433333,0.028989,0.089762,0.033477,0.016841,0.088437,0.046754,0.045218,0.089751,0.051442,0.031747,0.088578,0.062444,,,,,,
1733,14.441667,0.028991,0.08976,0.03347,0.016836,0.088435,0.046744,0.045217,0.089748,0.051435,0.031745,0.08858,0.062435,,,,,,
1734,14.45,0.02898,0.089761,0.033468,0.016834,0.088448,0.046744,0.045209,0.089762,0.05144,0.031737,0.088582,0.06244,,,,,,
1735,14.458333,0.028975,0.089767,0.033467,0.016833,0.088442,0.046738,0.045211,0.089761,0.05144,0.031736,0.088584,0.062435,,,,,,
1736,14.466667,0.028973,0.089759,0.033468,0.016829,0.088447,0.046741,0.045211,0.08975,0.051439,0.031733,0.088585,0.06243,,,,,,
1737,14.475,0.028976,0.089762,0.033465,0.016831,0.088438,0.046741,0.045218,0.089756,0.051445,0.031736,0.088581,0.06244,,,,,,
1738,14.483333,0.028982,0.089754,0.033466,0.016838,0.088433,0.046737,0.045221,0.089744,0.05143,0.031738,0.088579,0.062432,,,,,,
1739,14.491667,0.02899,0.089756,0.033468,0.016837,0.088442,0.046737,0.045229,0.089753,0.051441,0.031745,0.088579,0.062438,,,,,,
1740,14.5,0.02899,0.089752,0.033464,0.016839,0.088449,0.046737,0.045231,0.089751,0.051438,0.031752,0.088579,0.062438,,,,,,
1741,14.508333,0.028995,0.089754,0.03346,0.016847,0.088447,0.046734,0.045235,0.089747,0.051441,0.031756,0.088577,0.062436,,,,,,
1742,14.516667,0.02899,0.089753,0.033453,0.016843,0.088447,0.046735,0.045237,0.089752,0.051446,0.031754,0.088579,0.062439,,,,,,
1743,14.525,0.028989,0.089751,0.033455,0.016836,0.088442,0.046731,0.04523,0.089751,0.051438,0.031744,0.088586,0.062437,,,,,,
1744,14.533333,0.028984,0.089756,0.033452,0.016834,0.088445,0.046733,0.045227,0.089748,0.051446,0.03174,0.088581,0.062434,,,,,,
1745,14.541667,0.028979,0.089751,0.033447,0.016832,0.088445,0.046726,0.045223,0.089748,0.051442,0.031739,0.088586,0.062437,,,,,,
1746,14.55,0.028974,0.089753,0.033443,0.016828,0.08845,0.04672,0.045223,0.089749,0.051434,0.031733,0.088582,0.062427,,,,,,
1747,14.558333,0.028976,0.089752,0.033437,0.016825,0.088448,0.046718,0.045224,0.089752,0.051427,0.031738,0.088583,0.062423,,,,,,
1748,14.566667,0.028979,0.089747,0.033434,0.016827,0.088448,0.046713,0.045231,0.08975,0.051429,0.031743,0.088584,0.062418,,,,,,
1749,14.575,0.028985,0.089751,0.03343,0.016827,0.088451,0.046709,0.045237,0.08975,0.051428,0.031746,0.088585,0.062417,,,,,,
1750,14.583333,0.028998,0.089748,0.03343,0.016837,0.088457,0.046708,0.045239,0.089749,0.051427,0.03175,0.088597,0.062417,,,,,,
1751,14.591667,0.028995,0.08975,0.033428,0.016839,0.088456,0.046706,0.04524,0.089746,0.051433,0.031752,0.088594,0.062419,,,,,,
1752,14.6,0.028995,0.089747,0.03343,0.016839,0.088456,0.04671,0.045242,0.08974,0.051435,0.031759,0.088594,0.062419,,,,,,
1753,14.608333,0.028999,0.089747,0.033427,0.016839,0.088451,0.046706,0.045245,0.08974,0.051435,0.031759,0.08859,0.062419,,,,,,
1754,14.616667,0.029006,0.08974,0.033426,0.016843,0.088454,0.046708,0.045241,0.089738,0.051432,0.031757,0.088586,0.062417,,,,,,
1755,14.625,0.028993,0.089739,0.033416,0.016841,0.088452,0.046702,0.045247,0.089737,0.051433,0.031761,0.088591,0.062416,,,,,,
1756,14.633333,0.028994,0.089742,0.033417,0.016837,0.088456,0.046698,0.045244,0.089755,0.051434,0.031755,0.088593,0.062416,,,,,,
1757,14.641667,0.02899,0.089745,0.033414,0.016835,0.088463,0.046692,0.045241,0.089745,0.051426,0.031748,0.088604,0.062411,,,,,,
1758,14.65,0.02899,0.089737,0.033399,0.016834,0.088457,0.046689,0.045238,0.089743,0.051429,0.03175,0.088602,0.062404,,,,,,
1759,14.658333,0.028997,0.089738,0.033398,0.016835,0.08846,0.046681,0.045247,0.089754,0.05143,0.031753,0.088604,0.062411,,,,,,
1760,14.666667,0.028999,0.089739,0.033401,0.016839,0.088464,0.046682,0.045247,0.089739,0.051426,0.031753,0.088606,0.062411,,,,,,
1761,14.675,0.029003,0.089733,0.033399,0.016844,0.088459,0.04668,0.045256,0.089745,0.051429,0.031765,0.088608,0.062413,,,,,,
1762,14.683333,0.029006,0.089738,0.033398,0.016848,0.088459,0.046682,0.04526,0.089741,0.05143,0.031767,0.088605,0.06241,,,,,,
1763,14.691667,0.029004,0.089734,0.033402,0.01685,0.088459,0.046681,0.045262,0.089744,0.051433,0.031767,0.088602,0.062417,,,,,,
1764,14.7,0.029002,0.08973,0.0334,0.016843,0.088456,0.046681,0.045255,0.08974,0.051432,0.03177,0.088604,0.062413,,,,,,
1765,14.708333,0.029004,0.089734,0.033402,0.016841,0.088456,0.04668,0.045248,0.089736,0.051429,0.031763,0.088605,0.062413,,,,,,
1766,14.716667,0.028997,0.089736,0.03339,0.016838,0.088461,0.046674,0.045255,0.08974,0.051431,0.031759,0.088607,0.062408,,,,,,
1767,14.725,0.028994,0.089734,0.033392,0.016836,0.088463,0.046668,0.045253,0.08974,0.051425,0.031757,0.088608,0.062406,,,,,,
1768,14.733333,0.028986,0.089731,0.033383,0.01683,0.088466,0.046666,0.045252,0.089751,0.051425,0.031752,0.088612,0.062404,,,,,,
1769,14.741667,0.028989,0.089733,0.03338,0.016834,0.088465,0.046661,0.045252,0.089742,0.051424,0.031755,0.088616,0.0624,,,,,,
1770,14.75,0.02899,0.089742,0.033381,0.016834,0.088465,0.046654,0.04526,0.089739,0.051425,0.031753,0.088612,0.062397,,,,,,
1771,14.758333,0.028993,0.089727,0.033372,0.016832,0.088468,0.046655,0.045261,0.089734,0.051423,0.031762,0.088615,0.062392,,,,,,
1772,14.766667,0.028995,0.089736,0.033372,0.016838,0.08847,0.046651,0.045264,0.089733,0.051417,0.031766,0.088614,0.062393,,,,,,
1773,14.775,0.029,0.089731,0.033365,0.016841,0.088459,0.046646,0.04527,0.089737,0.05142,0.031768,0.088616,0.062394,,,,,,
1774,14.783333,0.029001,0.089736,0.033368,0.016841,0.088469,0.046641,0.045266,0.089734,0.051418,0.031774,0.088618,0.062393,,,,,,
1775,14.791667,0.028997,0.089739,0.033366,0.016842,0.08847,0.046647,0.045268,0.089733,0.051418,0.031771,0.088622,0.062389,,,,,,
1776,14.8,0.028998,0.089731,0.033364,0.01684,0.08847,0.046646,0.045272,0.089732,0.051427,0.031772,0.088618,0.062396,,,,,,
1777,14.808333,0.028998,0.089731,0.033363,0.016841,0.088469,0.046643,0.045268,0.089732,0.051421,0.031775,0.088617,0.062388,,,,,,
1778,14.816667,0.028994,0.089733,0.033358,0.016834,0.088478,0.046642,0.045266,0.089731,0.051423,0.031769,0.088618,0.062392,,,,,,
1779,14.825,0.028989,0.089729,0.033358,0.016831,0.088468,0.04664,0.045266,0.08974,0.051425,0.031766,0.088619,0.062391,,,,,,
1780,14.833333,0.028989,0.089727,0.033357,0.016834,0.088473,0.046638,0.045267,0.089734,0.051422,0.031765,0.088617,0.062388,,,,,,
1781,14.841667,0.028991,0.089723,0.033351,0.016834,0.088475,0.046632,0.045265,0.089737,0.051424,0.031761,0.088621,0.062386,,,,,,
1782,14.85,0.028994,0.089722,0.033348,0.01683,0.088478,0.04663,0.045265,0.089731,0.051421,0.031766,0.088622,0.062389,,,,,,
1783,14.858333,0.028995,0.089727,0.033343,0.016839,0.088473,0.046625,0.045273,0.089732,0.05142,0.031769,0.088624,0.062388,,,,,,
1784,14.866667,0.029,0.089723,0.033342,0.016847,0.088483,0.046622,0.045278,0.08974,0.051412,0.031771,0.088626,0.06238,,,,,,
1785,14.875,0.029003,0.089727,0.033338,0.016847,0.088485,0.046614,0.045286,0.089734,0.051411,0.031775,0.088627,0.062379,,,,,,
1786,14.883333,0.029004,0.08973,0.033336,0.016847,0.088488,0.046611,0.045287,0.089733,0.051409,0.03178,0.08863,0.062378,,,,,,
1787,14.891667,0.029001,0.089726,0.033335,0.016845,0.088483,0.046613,0.045287,0.08973,0.051411,0.031775,0.08862,0.062376,,,,,,
1788,14.9,0.028999,0.089724,0.033335,0.016839,0.08848,0.046613,0.045283,0.08973,0.051417,0.031772,0.088629,0.062378,,,,,,
1789,14.908333,0.028996,0.089725,0.033335,0.016835,0.08848,0.046617,0.045277,0.089732,0.051416,0.031771,0.088623,0.062382,,,,,,
1790,14.916667,0.028986,0.089721,0.033333,0.016833,0.088483,0.046612,0.045277,0.08973,0.051421,0.031767,0.088629,0.062381,,,,,,
1791,14.925,0.028981,0.08972,0.033329,0.016829,0.088486,0.046612,0.045272,0.089734,0.051414,0.03176,0.088628,0.062382,,,,,,
1792,14.933333,0.028985,0.089723,0.033323,0.016831,0.088482,0.046604,0.045278,0.089733,0.051416,0.031765,0.088627,0.062374,,,,,,
1793,14.941667,0.02898,0.089719,0.033324,0.016834,0.088486,0.046602,0.04528,0.089734,0.05141,0.031772,0.088631,0.062376,,,,,,
1794,14.95,0.028981,0.089717,0.033315,0.016833,0.088482,0.046595,0.045282,0.089733,0.051408,0.031771,0.088631,0.06237,,,,,,
1795,14.958333,0.028982,0.089719,0.033324,0.016838,0.088483,0.046592,0.045284,0.089737,0.051412,0.031776,0.088631,0.062372,,,,,,
1796,14.966667,0.02899,0.089716,0.033314,0.016838,0.088484,0.046592,0.045291,0.089732,0.05141,0.031775,0.088628,0.062371,,,,,,
1797,14.975,0.028986,0.089714,0.033318,0.016834,0.088486,0.046587,0.045287,0.089729,0.051411,0.03178,0.08864,0.062372,,,,,,
1798,14.983333,0.028986,0.089717,0.033314,0.016838,0.088484,0.046584,0.045291,0.08973,0.051413,0.031778,0.088636,0.06237,,,,,,
1799,14.991667,0.028986,0.089709,0.033312,0.016835,0.088486,0.046585,0.04529,0.089731,0.051411,0.031781,0.088636,0.062368,,,,,,
1800,15,0.028987,0.089711,0.033309,0.016832,0.088485,0.04658,0.045291,0.089735,0.051413,0.031779,0.088642,0.062369,,,,,,
1801,15.008333,0.028981,0.089714,0.033305,0.016834,0.088489,0.046578,0.045294,0.089735,0.051411,0.031775,0.088646,0.062366,,,,,,
1802,15.016667,0.028978,0.089712,0.033301,0.016832,0.088486,0.046571,0.04529,0.089731,0.051405,0.031769,0.088642,0.062359,,,,,,
1803,15.025,0.02898,0.089708,0.033296,0.016834,0.088493,0.04657,0.045295,0.089735,0.051412,0.031776,0.088646,0.062369,,,,,,
1804,15.033333,0.028982,0.089705,0.033296,0.016832,0.088494,0.046567,0.045295,0.089728,0.051411,0.031777,0.088647,0.062366,,,,,,
1805,15.041667,0.028985,0.089704,0.033293,0.016839,0.088488,0.046561,0.045291,0.089726,0.051417,0.031782,0.088647,0.062366,,,,,,
1806,15.05,0.028991,0.089705,0.033295,0.016839,0.08849,0.046563,0.045299,0.089727,0.051411,0.031787,0.088634,0.06236,,,,,,
1807,15.058333,0.028987,0.089703,0.03329,0.016843,0.088493,0.04656,0.045305,0.089723,0.051412,0.031788,0.088646,0.062362,,,,,,
1808,15.066667,0.02899,0.089705,0.033284,0.01684,0.088493,0.046553,0.045302,0.08972,0.051412,0.031787,0.088644,0.062361,,,,,,
1809,15.075,0.028991,0.089704,0.033281,0.016843,0.088501,0.046552,0.045306,0.089723,0.051403,0.031788,0.088643,0.062358,,,,,,
1810,15.083333,0.028991,0.089697,0.033277,0.016841,0.0885,0.046547,0.045311,0.089725,0.051403,0.03179,0.088646,0.062353,,,,,,
1811,15.091667,0.028994,0.089699,0.033271,0.01684,0.0885,0.046543,0.04531,0.089729,0.051404,0.031789,0.088645,0.062348,,,,,,
1812,15.1,0.028992,0.089698,0.033271,0.016838,0.088501,0.046542,0.045307,0.089725,0.051402,0.031788,0.088639,0.062354,,,,,,
1813,15.108333,0.028986,0.089699,0.03327,0.016835,0.088498,0.046539,0.045305,0.089722,0.051399,0.031789,0.088648,0.062349,,,,,,
1814,15.116667,0.028987,0.089693,0.033264,0.016839,0.088496,0.046535,0.045304,0.089717,0.051401,0.03179,0.088652,0.062348,,,,,,
1815,15.125,0.028991,0.089696,0.03326,0.016837,0.0885,0.046537,0.045306,0.089712,0.051402,0.031795,0.08865,0.062349,,,,,,
1816,15.133333,0.02899,0.089689,0.033259,0.016833,0.088502,0.046534,0.045314,0.089713,0.051398,0.031794,0.088647,0.062349,,,,,,
1817,15.141667,0.028991,0.08969,0.033256,0.016831,0.088499,0.046532,0.045312,0.089715,0.0514,0.031791,0.088653,0.06235,,,,,,
1818,15.15,0.02899,0.089686,0.033255,0.016839,0.088498,0.046528,0.045317,0.089716,0.051398,0.031798,0.088657,0.062346,,,,,,
1819,15.158333,0.028987,0.089686,0.033251,0.016839,0.088507,0.046525,0.045319,0.089713,0.051402,0.0318,0.088657,0.062338,,,,,,
1820,15.166667,0.029,0.089693,0.033244,0.016841,0.088507,0.04652,0.045318,0.089717,0.051398,0.031803,0.088662,0.062341,,,,,,
1821,15.175,0.029014,0.08971,0.033254,0.016848,0.088515,0.046527,0.045315,0.089713,0.051385,0.031793,0.088654,0.062329,,,,,,
1822,15.183333,0.028967,0.089715,0.03326,0.016817,0.088501,0.046538,0.045287,0.089719,0.051385,0.031764,0.088639,0.062338,,,,,,
1823,15.191667,0.028934,0.089739,0.033302,0.016788,0.088476,0.046593,0.045251,0.089715,0.051399,0.031754,0.088607,0.062365,,,,,,
1824,15.2,0.028878,0.089752,0.033341,0.016758,0.088456,0.046647,0.045228,0.089747,0.051413,0.031727,0.08859,0.06239,,,,,,
1825,15.208333,0.028832,0.089769,0.033379,0.016734,0.088432,0.046696,0.04519,0.089758,0.051426,0.031708,0.088565,0.062423,,,,,,
1826,15.216667,0.028797,0.089791,0.033415,0.016699,0.088412,0.046745,0.045156,0.089759,0.051431,0.031689,0.088534,0.062446,,,,,,
1827,15.225,0.028753,0.089794,0.03344,0.01668,0.088405,0.046772,0.045124,0.089773,0.051445,0.031673,0.088512,0.062467,,,,,,
1828,15.233333,0.028719,0.089814,0.033462,0.016647,0.088386,0.046805,0.045104,0.089779,0.051463,0.031663,0.088498,0.062484,,,,,,
1829,15.241667,0.028693,0.08983,0.033489,0.016634,0.088381,0.046824,0.045084,0.089785,0.051466,0.03166,0.0885,0.062502,,,,,,
1830,15.25,0.028683,0.089829,0.033495,0.016627,0.088378,0.046843,0.04508,0.089792,0.051468,0.031654,0.088489,0.062508,,,,,,
1831,15.258333,0.02868,0.089834,0.033492,0.01663,0.088376,0.046846,0.045076,0.089791,0.051464,0.031658,0.088487,0.062505,,,,,,
1832,15.266667,0.028688,0.089829,0.033485,0.016632,0.088377,0.046835,0.045085,0.089794,0.051457,0.031666,0.088494,0.062502,,,,,,
1833,15.275,0.028695,0.089821,0.033474,0.016638,0.088375,0.046822,0.045095,0.089788,0.051454,0.031664,0.088494,0.062489,,,,,,
1834,15.283333,0.028698,0.089815,0.033458,0.016636,0.088382,0.04681,0.045102,0.089783,0.051454,0.031654,0.088497,0.062482,,,,,,
1835,15.291667,0.028704,0.089814,0.033454,0.016637,0.088391,0.0468,0.045102,0.089781,0.051454,0.031658,0.088508,0.062474,,,,,,
1836,15.3,0.028704,0.089814,0.033445,0.016642,0.088383,0.046797,0.045109,0.089792,0.051453,0.03166,0.088505,0.062477,,,,,,
1837,15.308333,0.028699,0.089815,0.033449,0.01664,0.088385,0.046802,0.045103,0.089787,0.051458,0.031659,0.088513,0.062474,,,,,,
1838,15.316667,0.028697,0.089813,0.033453,0.016642,0.088382,0.046805,0.045105,0.089786,0.051464,0.031661,0.088508,0.062479,,,,,,
1839,15.325,0.028696,0.089814,0.033453,0.01664,0.088378,0.046806,0.045109,0.089786,0.051457,0.031661,0.088502,0.06248,,,,,,
1840,15.333333,0.028702,0.089818,0.033451,0.01664,0.088382,0.046799,0.045117,0.089792,0.05146,0.031664,0.088508,0.062478,,,,,,
1841,15.341667,0.028708,0.089818,0.033444,0.016641,0.088383,0.046794,0.045112,0.089783,0.051454,0.031671,0.088512,0.06248,,,,,,
1842,15.35,0.028706,0.089809,0.033441,0.016646,0.088382,0.046789,0.045112,0.089786,0.051455,0.03167,0.088512,0.062472,,,,,,
1843,15.358333,0.028707,0.089808,0.033442,0.016639,0.088388,0.046783,0.045116,0.089778,0.05145,0.031667,0.088515,0.062472,,,,,,
1844,15.366667,0.028706,0.089806,0.033432,0.016646,0.088384,0.04678,0.045115,0.089777,0.051451,0.031666,0.088516,0.062466,,,,,,
1845,15.375,0.028708,0.089806,0.033424,0.016641,0.088397,0.046778,0.045123,0.089775,0.051451,0.031667,0.088516,0.062471,,,,,,
1846,15.383333,0.028713,0.089808,0.033424,0.016649,0.088398,0.046773,0.045122,0.089777,0.05145,0.031669,0.088515,0.062465,,,,,,
1847,15.391667,0.02871,0.089803,0.033417,0.016643,0.0884,0.04677,0.045126,0.089782,0.051447,0.031673,0.088518,0.062464,,,,,,
1848,15.4,0.028714,0.0898,0.033414,0.016639,0.088398,0.046771,0.045122,0.089775,0.051444,0.031671,0.088515,0.062464,,,,,,
1849,15.408333,0.028713,0.0898,0.033413,0.01665,0.0884,0.046764,0.04513,0.089781,0.051446,0.031669,0.08852,0.062459,,,,,,
1850,15.416667,0.028713,0.089799,0.033403,0.016648,0.088399,0.04676,0.045132,0.08978,0.051448,0.031676,0.088526,0.06246,,,,,,
1851,15.425,0.028719,0.0898,0.033395,0.016651,0.088406,0.04676,0.045139,0.089791,0.051441,0.031679,0.088522,0.062457,,,,,,
1852,15.433333,0.028719,0.089791,0.033395,0.016651,0.088397,0.046749,0.045137,0.08978,0.05145,0.031677,0.088527,0.062453,,,,,,
1853,15.441667,0.028726,0.089792,0.033393,0.016653,0.088403,0.046749,0.045145,0.089779,0.05145,0.031672,0.088524,0.062453,,,,,,
1854,15.45,0.028727,0.089789,0.033389,0.016658,0.088403,0.046746,0.045142,0.089775,0.051447,0.031674,0.088521,0.062451,,,,,,
1855,15.458333,0.028729,0.089787,0.033388,0.016659,0.088406,0.04674,0.045145,0.089774,0.051444,0.031684,0.08853,0.062454,,,,,,
1856,15.466667,0.028726,0.089792,0.033385,0.016662,0.088412,0.046736,0.045149,0.089775,0.051438,0.031684,0.088536,0.062445,,,,,,
1857,15.475,0.028728,0.089782,0.033379,0.016661,0.088409,0.046735,0.045142,0.089771,0.051441,0.031681,0.08853,0.062438,,,,,,
1858,15.483333,0.028727,0.089783,0.033378,0.016661,0.088409,0.046725,0.045153,0.089778,0.051439,0.031683,0.088528,0.062435,,,,,,
1859,15.491667,0.028728,0.089781,0.033373,0.016658,0.088414,0.046723,0.045154,0.089777,0.051435,0.031683,0.088536,0.062432,,,,,,
1860,15.5,0.028728,0.089781,0.033366,0.016658,0.088414,0.046719,0.045151,0.089775,0.05144,0.031677,0.088536,0.062428,,,,,,
1861,15.508333,0.028728,0.089778,0.033358,0.016657,0.088415,0.046714,0.045155,0.089776,0.051439,0.031679,0.088544,0.06243,,,,,,
1862,15.516667,0.028733,0.089775,0.033357,0.016656,0.088413,0.046705,0.04516,0.089775,0.051439,0.031684,0.088543,0.06243,,,,,,
1863,15.525,0.028735,0.089776,0.033353,0.016659,0.088409,0.046704,0.045165,0.08977,0.051437,0.031691,0.088544,0.062427,,,,,,
1864,15.533333,0.028732,0.089774,0.033345,0.016662,0.08841,0.046704,0.045168,0.089769,0.051433,0.031694,0.08854,0.06243,,,,,,
1865,15.541667,0.028734,0.089767,0.033346,0.016662,0.088415,0.046695,0.045169,0.089765,0.051432,0.031694,0.088549,0.062426,,,,,,
1866,15.55,0.028739,0.089769,0.033333,0.016659,0.088424,0.046692,0.045171,0.089763,0.051428,0.031693,0.088548,0.062418,,,,,,
1867,15.558333,0.028742,0.08977,0.03333,0.016666,0.088428,0.046694,0.045169,0.089767,0.051431,0.031696,0.088552,0.062421,,,,,,
1868,15.566667,0.028736,0.089768,0.033336,0.016659,0.088415,0.046678,0.045171,0.08976,0.051431,0.031693,0.088548,0.062422,,,,,,
1869,15.575,0.028744,0.089763,0.033325,0.016663,0.088418,0.046681,0.045175,0.089761,0.051428,0.03169,0.088549,0.06242,,,,,,
1870,15.583333,0.028738,0.089765,0.033326,0.01666,0.088421,0.046678,0.045172,0.089763,0.051427,0.031692,0.088554,0.062419,,,,,,
1871,15.591667,0.028739,0.089763,0.033318,0.016662,0.088416,0.046668,0.045185,0.089766,0.051428,0.031699,0.088553,0.062415,,,,,,
1872,15.6,0.028743,0.089765,0.033322,0.01666,0.088426,0.046667,0.04518,0.089765,0.051426,0.0317,0.088562,0.062409,,,,,,
1873,15.608333,0.028741,0.089762,0.033316,0.016665,0.088424,0.046662,0.04518,0.089759,0.051427,0.031695,0.088562,0.062403,,,,,,
1874,15.616667,0.028748,0.089765,0.033316,0.016663,0.088425,0.046661,0.045189,0.089759,0.051425,0.031704,0.088561,0.062402,,,,,,
1875,15.625,0.028748,0.08976,0.033307,0.016666,0.088426,0.046655,0.045193,0.089762,0.051417,0.031704,0.088563,0.062401,,,,,,
1876,15.633333,0.028753,0.089766,0.033299,0.016661,0.088434,0.046651,0.045197,0.089764,0.051416,0.03171,0.088561,0.062399,,,,,,
1877,15.641667,0.028746,0.089753,0.033297,0.016663,0.088438,0.046647,0.045193,0.089762,0.051419,0.031703,0.088572,0.062401,,,,,,
1878,15.65,0.028753,0.089754,0.033292,0.016659,0.088431,0.046645,0.045197,0.089754,0.051418,0.031699,0.088568,0.062397,,,,,,
1879,15.658333,0.028746,0.089751,0.033294,0.016662,0.088428,0.046643,0.045193,0.089753,0.051427,0.031704,0.088564,0.0624,,,,,,
1880,15.666667,0.028743,0.089748,0.033291,0.016654,0.088429,0.04664,0.045198,0.089751,0.05142,0.0317,0.088561,0.062397,,,,,,
1881,15.675,0.028744,0.08975,0.033284,0.016656,0.088435,0.04664,0.045196,0.089755,0.051419,0.031705,0.088571,0.062399,,,,,,
1882,15.683333,0.02874,0.089752,0.033282,0.016656,0.088434,0.04663,0.045203,0.089758,0.051418,0.031704,0.088571,0.062388,,,,,,
1883,15.691667,0.028741,0.089747,0.033277,0.016658,0.088437,0.046623,0.045207,0.089759,0.051411,0.03171,0.088566,0.062389,,,,,,
1884,15.7,0.028739,0.089748,0.033274,0.016654,0.088434,0.046621,0.045208,0.089762,0.051412,0.031706,0.088567,0.062386,,,,,,
1885,15.708333,0.028741,0.089752,0.033271,0.016656,0.088433,0.046618,0.045206,0.089758,0.051411,0.03171,0.08857,0.062385,,,,,,
1886,15.716667,0.028741,0.089748,0.033266,0.016659,0.088447,0.046616,0.045211,0.089754,0.051404,0.031711,0.088573,0.062381,,,,,,
1887,15.725,0.02874,0.089745,0.033264,0.016656,0.088445,0.046605,0.04521,0.089758,0.051413,0.031713,0.088579,0.062379,,,,,,
1888,15.733333,0.028741,0.089744,0.033261,0.016655,0.088441,0.046606,0.045214,0.089755,0.051415,0.031712,0.088573,0.062389,,,,,,
1889,15.741667,0.028742,0.089736,0.033263,0.016659,0.088443,0.046602,0.045211,0.089746,0.051412,0.03171,0.088575,0.062389,,,,,,
1890,15.75,0.028743,0.089739,0.033254,0.016661,0.08844,0.046607,0.045213,0.089748,0.051415,0.031713,0.088584,0.062385,,,,,,
1891,15.758333,0.028751,0.089738,0.033257,0.016658,0.08845,0.046599,0.04521,0.089748,0.051413,0.031719,0.088587,0.062385,,,,,,
1892,15.766667,0.02875,0.089737,0.033248,0.016658,0.088448,0.046596,0.045219,0.089748,0.051411,0.031723,0.088585,0.062381,,,,,,
